miRNA,DRR041393,DRR041530,DRR041578,DRR041592,DRR041620,DRR041356,DRR041386,DRR041430,SRR7585373,SRR6433711,SRR6433712,SRR6433713,SRR6433714,SRR6433715,DRR041459,DRR041472,DRR041581,SRR3760440,DRR041456,DRR041463,DRR041490,SRR12851430,SRR12851431,SRR12851432,SRR12851433,SRR12851434,SRR12851435,SRR12851436,SRR12851437,SRR12851438,SRR12851439,SRR5220020,SRR5220021,SRR5220022,SRR2061931,SRR2061932,SRR2061933,SRR2061934,SRR2061936,SRR2061937,SRR2061938,SRR2061940,DRR041417,DRR041465,DRR041572,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,DRR041520,DRR041532,DRR041579,DRR041593,DRR041607,DRR041601,DRR041614,DRR041627,DRR041445,DRR041533,DRR041632,DRR041633,DRR041634,SRR7226512,SRR7226513,SRR8094761,SRR8094762,SRR8094763,SRR8094764,SRR8094765,SRR8094766,SRR8094767,SRR8094768,SRR8094769,DRR041381,DRR041402,DRR041425,DRR041432,DRR041521,DRR041540,SRR1774096,SRR1774097,SRR1774098,SRR1774099,SRR1774100,SRR1774101,SRR5116489,SRR5116490,SRR5116491,SRR5116492,SRR5116493,SRR5116494,SRR5116495,SRR5116496,SRR5817778,SRR5817779,SRR5817780,SRR6246337,SRR6246338,SRR6246339,SRR6246340,SRR6246341,SRR6246342,SRR6246343,SRR6246344,SRR6246353,SRR6246354,SRR6246355,SRR6246356,SRR6246385,SRR6246386,SRR6246387,SRR6246388,SRR6246397,SRR6246398,SRR6246399,SRR6246400,SRR6696827,SRR6696828,SRR6696829,DRR041504,DRR041616,SRR493011,SRR5127203,SRR5127204,SRR5127207,SRR5127208,SRR5127210,SRR5127212,SRR5127216,SRR5127219,SRR5127223,SRR5127224,SRR5127230,SRR5127232,SRR5127235,DRR041510,DRR041515,DRR041623,SRR6696830,SRR6696831,SRR6696832,SRR6696833,SRR6696834,SRR6696835,SRR6696836,SRR6696837,SRR6696838,SRR6696839,SRR6696840,SRR6696841,SRR12851440,SRR12851441,SRR12851442,SRR12851443,SRR12851444,SRR12851445,SRR12851446,SRR12851447,SRR12851448,SRR12851449,SRR12851450,SRR12851451,SRR12851452,SRR12851453,SRR3760458,DRR041412,DRR041453,DRR041480,DRR041355,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041511,DRR041517,DRR041527,DRR041536,DRR041554,DRR041575,DRR041506,DRR041546,DRR041598,SRR8387822,SRR8387823,SRR1044598,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,DRR041362,DRR041384,DRR041542,DRR041441,DRR041605,DRR041610,DRR041461,DRR041625,DRR041630,SRR9180612,SRR9180613,SRR9180614,SRR9180615,SRR9180620,SRR9180621,SRR9180622,SRR9180623,SRR9180628,SRR9180629,SRR9180630,SRR9180631,SRR9180636,SRR9180637,SRR9180638,SRR9180644,SRR9180645,SRR9180646,SRR9180647,SRR9180652,SRR9180653,SRR9180654,SRR9180655,SRR9201002,DRR041370,DRR041375,DRR041499,DRR041365,DRR041415,DRR041454,DRR041468,DRR041612,DRR041613,DRR041359,SRR871671,SRR873401,SRR873410,DRR041421,DRR041455,DRR041501,DRR041529,DRR041585,SRR3401660,SRR3401661,SRR3401662,SRR3401663,SRR3401664,SRR3401665,SRR3401666,SRR3401667,SRR3401668,SRR3401669,SRR3401670,SRR3401671,SRR3401682,SRR3401683,SRR3401684,SRR3401685,SRR3401686,SRR3401687,SRR3401688,SRR3401689,SRR3401690,SRR3401691,SRR8746683,SRR8858243,SRR8858244,SRR8858245,SRR8858246,SRR8858247,SRR8858248,SRR8858249,SRR8858250,SRR8858251,SRR8858252,SRR8858253,SRR8858254,SRR8858255,SRR8858256,SRR8858257,SRR8858258,SRR8858259,SRR8858260,SRR8858261,SRR8858262,SRR8858263,SRR8858264,SRR8858265,SRR8858266,SRR8858267,SRR8858268,SRR8858269,ERR842903,ERR842904,ERR842905,ERR842906,ERR842911,ERR842914,ERR842916,ERR842917,SRR493013,SRR493015,SRR1028924,SRR1028925
hsa-let-7a-3p,6.830302865,6.551014973,5.854956375,2.924584375,4.655738842,6.306020079,5.351935678,5.124479922,4.912819365,-7.581589476,-6.309223314,2.122145459,-5.268675785,-4.916754758,8.385733409,7.500044835,5.500192129,-4.581492543,6.170278594,6.772084833,6.335980615,4.653687366,4.760490147,5.496344235,4.336658956,-6.68857027,4.203412136,3.427089533,-5.586034048,3.005079248,5.03871893,3.297491905,3.020745108,3.128262316,0.465607075,-4.237122349,-5.699667475,-3.893080188,-5.39045141,-4.867377691,1.832618327,-3.906588856,7.606853754,7.708575497,5.295917309,0.468541018,-6.523421475,1.103476751,-5.307651214,-1.197484768,5.936064913,3.234621222,2.873863348,-0.062014605,0.807922989,1.775088704,2.826546905,-0.629470689,5.464607152,1.828607095,6.803358405,7.076202312,6.853247536,7.681440994,5.779756737,10.58981386,8.464294904,8.772254281,10.32017913,10.11448488,9.256732424,9.553189082,9.764749022,10.53467921,7.188215411,-1.806786927,6.41592231,7.871678943,6.648108362,4.460904241,7.83792527,7.349005517,7.336154469,8.136620431,7.469352618,8.031506,1.940043142,3.945786682,3.082232237,5.620851571,4.062920302,3.657346844,4.704229546,5.387546407,6.237062003,4.703873161,7.60153948,5.167344674,5.298275224,5.704064736,4.573063408,1.847193173,2.793350498,-4.72977802,1.517544052,5.803143733,5.471789409,5.306854034,5.589239716,7.288337797,7.033076357,7.118159924,7.386327978,1.317718561,2.245862352,2.604965987,1.409783856,3.605201569,6.186084177,6.167795104,5.320380738,3.385871483,4.988457921,8.650905157,7.515983146,6.342345115,8.586800279,5.69591039,8.141644228,7.847546691,6.555152063,6.648278283,8.563438956,7.759086815,0.574342708,6.421324968,4.940972709,5.063505229,-1.093399235,5.660062555,4.724072652,3.822797353,5.815603897,5.164185434,5.192725591,4.935249097,4.415434508,4.375646996,3.44270802,4.395065947,3.913124379,5.720976068,6.223610199,5.319612603,7.005919672,5.385111954,6.686751258,5.237953317,5.249653542,3.494046737,6.532537031,5.81899233,6.197629478,5.059809926,4.096969648,-4.889552571,5.481065162,0.779515619,5.24237303,4.500747769,7.374030017,6.831346962,8.307002464,7.701425673,8.074313803,7.821628232,7.937525127,5.72440084,5.352452426,4.464890747,4.711685716,2.161118629,3.373013169,2.919647255,9.482412815,9.148884706,-4.550064667,1.750317668,-3.407287268,-3.170768821,-0.168819566,1.141115953,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-0.130684275,1.582325361,3.111724077,-0.343509579,-4.304929701,1.004004759,-3.865516488,1.913155997,1.322760673,0.08916508,-4.451063187,-0.735488341,-3.613763837,5.249482323,5.533212631,4.902181991,5.901905149,3.558923393,-0.953759362,3.666501056,0.217846771,1.465724386,4.746854749,-5.975814129,-1.109834868,9.212565433,9.204824913,9.060214588,7.482098737,6.536817714,6.666490507,6.642880494,5.65106519,6.913034692,6.788553155,6.843125431,6.362659349,5.324417748,5.411189852,3.240178647,6.288871197,6.269549215,6.222169993,5.586734042,6.832393089,6.675075473,6.653053908,5.605960715,5.244153772,7.545592192,7.779002821,7.012149065,5.117960942,3.72201083,5.777364677,6.77538699,-4.904508224,1.030597574,4.371387933,0.336945553,4.827109983,5.871514312,7.98713697,6.462151123,-4.94609945,5.401374221,1.480957414,5.82574948,6.17337182,6.533685174,5.37927711,5.685507162,6.443776654,6.527326026,6.479259084,6.25693129,6.16493816,6.091326828,6.285190546,6.427014866,4.4751548,7.002428502,6.410559698,6.268288102,3.182213621,6.197731566,6.588697552,6.432254662,6.725197681,6.539408095,10.49506866,10.35289768,10.5322153,9.469223558,10.45496841,9.772264576,9.777759231,10.57774763,10.21071076,-6.808690128,7.428355323,-6.439736369,8.78651238,9.679275058,10.15733934,9.748028846,8.378935701,7.563726444,7.286579384,9.208378823,7.790470938,8.604763107,8.924171377,8.425187806,8.017002778,9.78130478,8.485796109,6.797977171,5.77409547,6.359030738,4.743428358,9.0453125,9.101430147,6.196852316,7.060610296,5.427440611,1.125817903,5.019789821,6.944514036
hsa-let-7a-5p/7c-5p,16.9714161,17.78269474,17.4838445,17.01032971,17.82589673,15.14680958,14.77676115,14.94412693,14.29968888,9.426283178,8.177969226,13.44253517,11.32857248,10.83939092,16.29024635,15.72449589,17.01326541,15.51648326,15.63977454,15.35080409,14.54799297,16.30368612,16.16745412,16.56252346,15.91676378,16.02000207,15.01575213,15.0353121,15.69589439,15.24767489,15.92933619,13.09869277,13.13585768,12.86160231,14.90751976,13.52661859,14.84614064,12.99476159,15.03244754,14.90662294,15.02576262,13.95304553,15.33191853,14.49211531,16.43502398,18.23049736,18.71454455,18.99200157,16.77961406,18.31412157,15.92488713,16.24379314,16.01638215,14.83449788,14.57677288,14.79743188,15.67510109,14.74105367,14.73314545,15.45895129,16.83045415,16.77353578,16.69574096,18.55685307,17.37831979,16.86798629,15.30965897,14.49584729,15.980365,16.23285312,15.89332947,16.25267687,16.02570212,16.30926577,15.98613434,14.87352887,15.8577744,16.25564055,15.4474559,16.66165086,17.68695477,17.69432323,17.73871498,17.83242044,17.42219911,17.85672161,14.53416118,14.32764324,14.7875807,15.65420679,14.95324753,15.20913978,15.52224769,14.58276585,16.89655934,17.98002632,17.18851481,14.68512755,14.63464216,14.71994841,14.63527293,11.79622001,11.7676999,11.80311168,11.8164068,12.48484391,12.42320198,12.49150071,12.58110443,14.76341552,14.84391389,14.81103869,14.75740373,11.75549715,11.68906133,11.7354186,11.6907488,17.6142835,18.11919036,18.49908195,15.19857536,15.70982781,13.22004474,16.93738833,16.58105058,15.96035196,16.51647281,16.45838427,16.71690045,16.05280806,16.5100695,15.27786003,16.82263361,16.35687748,18.46230331,14.69333355,14.65263554,14.89963276,15.31169575,17.22389523,16.68176419,16.50080433,17.44463952,17.37166248,17.53437353,16.62646027,16.96161523,16.87909292,16.3898745,16.82073699,16.63675548,16.48552085,16.21310088,16.49284595,17.63053735,16.56950551,16.43102829,16.22353925,16.00495554,15.02383474,17.07734998,16.57255922,16.96884915,16.4052428,16.16944647,15.65250307,15.12668574,11.22608214,14.80911662,14.86107915,17.16145702,15.99422276,16.83831147,16.15550648,16.78196322,15.8773318,16.9506279,15.9513532,17.38866141,17.27635654,16.8544088,12.86175987,15.92816253,15.64013892,16.11979486,15.77895406,16.60675116,14.50641701,12.25189321,13.38470435,13.42792604,13.56162155,13.63371421,13.21411854,14.36903182,12.80600877,13.20279319,13.32577224,13.52726568,13.30672109,13.49692087,14.73393333,14.72244496,14.38310841,14.22682429,13.92486211,12.7441401,14.08165179,15.04944875,14.8495069,14.12155349,15.22518724,14.39592063,13.76461992,17.12118174,17.50504767,17.53459509,14.81757849,13.58396448,14.92455948,14.30034906,14.35030762,14.31861389,14.14756707,14.54700247,14.89297624,17.28435172,17.28122947,17.18074527,15.96381213,15.74286742,15.83523331,15.80141408,15.31070175,15.96227418,15.9473728,15.94724837,15.52123868,14.90721546,14.75493383,13.86785309,15.03111714,15.01048804,14.96291299,14.53487386,15.5203351,15.49216813,15.49252166,14.5751665,14.82154482,16.29550813,16.50415599,16.22750617,14.47071226,14.92557206,15.22212702,15.44648845,14.84764159,15.15223529,14.21197955,18.8573718,16.77646331,15.88266391,15.56281882,14.97531011,13.95476048,15.38027641,15.91713026,18.21640984,18.25038986,18.2097859,18.05202149,18.26923881,18.21928034,18.21274427,18.23190716,18.13763795,18.22746587,18.20559817,18.22032346,18.39864792,17.15652629,18.40095389,18.39041875,18.40024144,17.18270055,18.38093945,18.39224555,18.39992658,18.37248982,17.61316875,19.93531972,19.70970904,19.53837962,19.81140178,19.8716662,19.51144277,19.31325691,19.62314804,19.49199936,20.01482213,19.98829003,19.4070783,20.44573192,20.14659533,19.96608022,20.20202961,19.92100613,20.24511382,20.20248296,20.09184099,20.21939777,20.2164278,20.0636861,20.17958283,20.01449791,20.407591,20.15265137,16.77081291,16.85734928,17.01686509,16.24158174,17.31014942,17.36888015,16.37458147,16.73078111,13.04149145,16.09053927,17.81977635,18.03452697
hsa-let-7b-3p,-7.155541853,8.593474674,7.839974453,3.948124705,-7.430910217,3.799197819,3.282033123,-8.606541351,-0.837799236,-7.581589476,-6.309223314,-5.860285596,-5.268675785,-4.916754758,8.15582616,7.753164403,-6.860942245,-4.581492543,6.355082393,-7.666969598,7.043145746,5.716458851,5.86113706,6.946245749,6.027869166,4.680577577,4.961439052,5.227024319,5.903024818,5.880771115,5.935625313,-4.710146188,2.805443112,1.793641161,1.543041129,-4.237122349,2.65668896,-3.893080188,4.246212793,5.770015211,5.212293278,-3.906588856,7.826257784,8.745475041,8.459505891,1.653816392,-6.523421475,3.702959378,-5.307651214,-1.773491623,-7.217660443,5.65753617,3.179852534,-6.677307372,1.340821326,2.638300196,-7.090920463,2.07828853,5.419765176,-6.831468953,7.640229697,8.095921191,6.933608243,5.258963565,3.531168601,7.711191353,4.609808315,1.17957331,5.85337091,-8.05731443,5.030421602,-9.861272639,6.51865657,7.912090886,7.234286626,-6.264009452,4.798923562,8.294094925,7.974603727,6.774657753,7.799209739,7.455319205,7.712313585,-11.7145933,7.80938521,8.242778746,3.581714463,4.489347371,2.214490817,5.408596579,3.272702433,4.679177545,4.260431417,2.448233033,8.986453389,7.581204989,10.09926168,6.601657178,6.573874465,6.782370506,6.800441896,-4.615827369,-4.540204913,1.74735229,-4.557904442,5.520783631,5.393270451,5.773172965,5.391809439,7.634015934,7.923480788,7.600646093,7.636107096,-4.2828058,-4.15478495,0.937607652,-4.179382395,5.903683564,7.574016313,8.070140624,5.593851266,-7.629612767,2.833939733,-10.66948291,7.517255874,7.788434233,-11.03889811,-11.43499154,8.555583123,7.886929133,5.880592902,5.940493872,9.09647927,7.568926114,-2.049496748,-11.97224622,2.421819926,-7.182062232,-6.818631134,3.282315197,2.638705201,-7.644120827,-8.237026961,3.20383173,2.968156203,2.072846499,-8.622585644,-8.089958635,-7.644120827,2.389618144,-7.333344313,7.328098122,7.055519811,6.762917178,7.893774128,7.234234779,7.276706945,8.007932295,7.791968517,5.565386382,8.640484003,7.661919618,8.689864919,8.163704708,7.104267245,-4.889552571,-9.4073441,-7.057876021,1.202406899,-6.391505805,8.50306542,-7.680499939,-7.443140999,7.616608767,-7.544586872,7.503589591,-7.322677567,7.767797356,-7.465258912,6.133381165,-7.465258912,-4.115426612,6.000226321,5.666920546,9.893785739,-13.4732183,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-0.481200454,1.393798424,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,0.12207161,-3.378771583,-0.927102516,-4.251302282,-3.613763837,5.930336211,5.255223385,5.45989132,4.810236365,4.081615914,2.980811143,3.745977729,3.565027388,4.086344909,2.407331778,-5.975814129,-7.298849135,-10.93777678,-10.87724411,-11.08984522,-7.248687494,8.663547826,-11.93140743,-12.03076211,-7.450111317,8.308339625,-12.15391112,8.286203122,7.684556297,8.623433451,8.40996128,7.170635519,-12.05292914,6.914291161,-12.12574865,-7.4971993,-11.43812212,7.430317435,-11.48688718,5.949158056,8.570179329,7.89155075,8.001674274,-7.077054732,3.222438441,3.183320491,6.070673603,6.536804516,3.647885056,1.64172944,-1.034847833,-6.955658041,3.082915435,4.841863231,8.041646421,6.297839461,-4.94609945,5.8560081,4.634373349,6.94764783,7.151376046,6.804526279,7.056995527,7.200257807,6.899149088,6.670689566,6.609524815,6.87739715,7.006637756,7.139100574,6.997991211,7.291684772,5.088136579,7.487802345,7.503621856,7.536643028,5.554211668,7.402443818,7.554822029,7.285825566,7.442091591,9.134870755,11.35225397,-7.78832386,11.14863925,10.60193141,11.31241665,11.05305451,10.50343941,-8.017447266,10.62210163,11.27364415,-6.857874523,11.52662396,11.55073034,11.93618397,10.18490387,10.30608714,-7.738992714,9.816607654,10.42073562,-7.332972113,11.02236422,9.934759502,9.655698201,9.03360936,10.31969503,10.10512161,10.7566413,7.399265158,7.160834291,7.205846252,4.417153565,9.323939939,9.164505218,7.57127777,7.166922807,1.520287517,3.786972409,6.84501687,7.580767428
hsa-let-7b-5p,14.78842154,15.2864268,14.87888923,14.412389,15.40651428,10.88212459,10.40845535,10.39801022,9.491891611,-7.581589476,-0.579927399,11.44399789,-5.268675785,4.054721826,13.05062188,12.70570562,13.42224548,15.22615634,12.40915206,11.98641124,11.84487678,13.24939818,13.32908705,13.99342815,13.15217037,13.90313078,12.40411305,12.21680603,13.62185668,12.68779131,13.10872287,10.124901,10.13790512,10.18753429,12.24086814,11.57922553,12.78975232,9.742216778,12.14985827,12.12555699,12.39995767,11.27020335,12.29522532,12.5479983,13.65528662,16.22491499,16.61874384,17.01443643,15.0195014,16.31482726,12.95987449,12.81927895,11.04290746,10.23551329,9.401831412,11.10646182,11.52523429,10.97025597,11.86702038,12.36972691,12.86627797,12.77296961,12.96991748,17.69842104,16.11071852,14.75080055,13.08068453,9.649817102,13.68656374,14.11323086,12.57182347,14.35689554,14.45502296,15.02456343,12.89802488,12.02495332,10.70823151,13.24307884,12.16773485,12.784397,13.01600745,12.9997068,12.99031879,13.54348437,12.87679135,13.71840505,11.746621,11.81051956,12.312164,13.92570645,12.26301843,12.97658159,13.52517816,13.15043013,15.60629772,17.05561521,15.70427395,14.07721446,14.0271158,14.09087417,14.00072904,10.94783129,10.95207051,10.75450055,10.81550257,13.48131209,13.43477214,13.43401857,13.52351533,14.76271664,14.82788979,14.8040088,14.76518624,9.042472407,9.385412265,9.287854343,9.173057133,14.76676981,15.61613098,16.22106722,11.29380652,11.94663656,10.80705317,13.93966534,13.72675711,12.46278392,13.41792477,10.47346263,14.16630785,12.94465664,13.13912012,10.69838574,13.88784957,13.39069312,16.40769967,11.13629767,10.01898858,10.50146323,10.54887807,11.98891164,11.63142378,11.5057828,12.13973328,12.11718887,12.144294,11.74664214,11.87501739,11.68606475,11.42321546,11.70029164,11.45306726,13.90779615,13.91201465,14.12912945,15.56018097,14.3134937,14.25150956,13.96510591,13.96081841,12.82409355,14.76609557,14.39483255,14.62717973,14.1616398,14.0182128,15.02946876,10.02889476,9.597330717,9.136483968,12.72139898,14.52190354,12.82412573,14.14768909,12.82256771,13.96477895,12.38505643,14.09982528,12.68134934,14.18490337,13.72779968,13.39095443,6.778497228,13.06671139,12.81558517,13.80963699,13.55585786,14.82375029,12.33954638,10.527206,11.36593036,10.83932906,11.21696134,11.24018689,10.33476492,11.22858112,10.40090531,10.78149782,10.65392826,11.23810354,10.97218997,10.01563068,11.80273529,12.45091314,12.08975785,11.37699787,10.81892663,10.15561764,11.21765753,12.85411909,12.01440188,12.09381451,12.75094052,11.80725027,11.03453991,16.77582222,16.74358607,16.77112651,10.98135352,10.02684621,10.57086497,10.2440963,10.78096427,10.65241915,8.77425301,8.930544802,9.821321649,14.41416745,14.43027877,14.30238354,12.99438721,12.05612223,12.16188746,12.1094831,11.65130986,11.94439659,11.93354638,11.92042692,11.5424104,11.84114972,11.69154797,10.8389376,11.0750314,11.08061309,11.01636634,10.60246266,11.3315506,11.28577741,11.27962131,10.48518175,11.74425166,13.28635569,13.52114496,13.32547232,10.19528016,10.58167847,12.26874278,12.28864108,11.95733939,10.39067734,9.520119384,18.42140744,13.93533753,13.66677431,12.51737196,11.74506536,12.56985437,12.24078785,12.41205606,14.91694546,14.97771548,14.93409056,14.67528447,14.98495082,14.89214991,14.90609247,14.92751929,14.80579171,14.96766108,14.90788354,14.92339488,15.48537431,13.90061261,15.48498329,15.47957183,15.48851312,13.91146531,15.49518746,15.50127812,15.49987028,15.4677695,15.29630303,15.57176892,15.81482383,15.23159144,15.74811736,15.6698463,15.37339124,15.74247082,15.36821611,15.24932631,16.37504623,15.89784529,15.72111989,17.08994512,15.97316385,15.94472842,15.86702086,16.25858051,16.66288831,16.40023184,16.08273074,16.11344364,16.02793286,16.1973633,15.97335153,15.87594667,16.58479613,16.17090035,13.55119606,13.49416625,13.61166177,13.35526013,14.15078293,14.28127278,13.44404478,13.58688135,10.58576427,14.01964158,14.57782175,14.53740037
hsa-let-7c-3p,-0.183211606,-7.7235991,-2.045670619,-6.727163539,-1.737008462,-8.351121854,-7.820442132,-8.606541351,-13.75796898,-7.581589476,-6.309223314,-5.860285596,-5.268675785,-4.916754758,-6.91741736,-2.555980328,-6.860942245,-4.581492543,-3.285321985,-4.23213321,-2.356197583,-1.981470519,-0.312780073,1.192842023,-2.51885865,-6.68857027,-5.44498439,-1.815735925,-5.586034048,-5.494115514,-0.927509098,-4.710146188,-4.807380186,-4.677024472,-6.501231629,-4.237122349,-5.699667475,-3.893080188,-1.844805351,-4.867377691,-0.773403324,-3.906588856,-7.586378126,-2.578561916,-2.750744191,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-7.217660443,-7.078307044,-1.288883961,-2.232186895,-6.470797028,-5.721124054,-7.090920463,-6.359156946,-6.182951914,-6.831468953,-7.030275828,-1.005801558,-1.956535288,-2.138902385,-7.03469883,6.83549317,2.527971356,-3.059119069,-10.59337506,-8.05731443,-10.64179193,-9.861272639,-0.417271551,-0.014303938,-6.691967331,-6.264009452,1.050584488,-2.578083105,-7.29033343,-3.077473071,-11.91999507,-12.02638373,-9.436356604,-11.7145933,-6.527291427,-12.14800132,-5.81224366,-6.237193433,-6.408162177,-4.61222939,-6.928704879,-7.071040093,-7.571833637,-2.98475069,-1.379549396,-8.198888776,-0.143615716,-6.062931949,-6.02668022,-6.089586871,-6.131048894,-4.615827369,-4.540204913,-4.72977802,-4.557904442,-6.596328692,-6.61054617,-6.722829567,-6.505934517,-7.573018531,-7.36859432,-7.502124393,-7.569978202,-4.2828058,-4.15478495,-4.114000735,-4.179382395,-7.538183684,-1.833790999,-1.295043876,-2.228677764,-7.629612767,-4.626160538,-6.512535968,-3.314468603,-8.218444077,-3.214618314,-2.712424055,-3.239321481,-1.268333433,-7.89452374,-0.882656261,-4.791675927,-0.279126419,-7.717284895,-6.494184439,-7.285201888,-7.182062232,-6.818631134,-3.812689673,-4.305813219,-7.644120827,-2.63835135,-2.77812146,-8.555444126,-8.212862908,-8.622585644,-4.712787538,-7.644120827,-7.78832386,-7.333344313,-6.010904204,-6.280063327,-6.315479187,-6.435609681,-5.553391818,-5.978228773,-5.5957794,-5.416141356,-4.899729468,-3.312091201,-6.041832967,-6.5893002,-5.752299964,-5.579791505,-4.889552571,-9.4073441,-7.057876021,-8.623045187,-6.391505805,-7.173561921,-1.09893815,-3.050696082,0.209864621,-2.443013545,0.529136911,-7.322677567,-1.620907566,-7.465258912,-2.016453679,-2.356197583,-7.562349206,-6.585362426,-5.5957794,-1.455835082,-1.79929304,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-8.040015766,-6.906297434,-7.149893927,-6.876802656,-5.973198559,-6.063601535,-1.987265391,-5.975814129,-2.175881203,-2.511977537,-1.825128709,-2.331678656,-7.248687494,-0.968644174,-0.969906188,-12.03076211,-7.450111317,-4.520215439,-5.550077982,-5.524401246,-4.308488563,-0.641852538,-1.093808105,-6.740246062,-3.360204193,-2.803705755,-4.958823989,-7.4971993,-3.440060394,-3.707534791,-3.879527497,-1.349361659,-0.845674664,-3.887175345,-7.223894629,-7.077054732,-3.645119121,-7.690993635,-1.995743025,-2.17450444,-4.904508224,-7.831431801,-7.95939333,-6.955658041,-6.933747467,-8.702676787,1.792667688,-2.037061899,-4.94609945,-6.896510965,-7.005391397,-4.132924964,-7.523777657,-7.642459609,-7.354122722,-7.570494381,-7.607598641,-7.586378126,-7.605646326,-7.38860717,-7.586378126,-7.655077127,-7.580666135,-3.35493471,-6.166881323,-3.310761685,-2.025025981,-2.002062643,-6.291076409,-4.288558706,-7.6742807,-7.666969598,-7.729149983,-1.458075229,4.304323316,-7.78832386,-7.957142119,6.112874104,4.418454665,4.660506486,1.242472024,4.320138632,5.103868503,8.498008709,5.319669563,-6.439736369,-5.741886318,5.965219603,0.594658814,-7.182062232,4.642032009,-6.149346859,-7.065703089,-7.332972113,4.944174204,5.980487362,3.329282094,6.019549436,4.902027455,4.180581806,-6.916851532,-3.97551537,-5.223313177,-5.863251084,-11.53387866,0.692797058,1.823211603,0.571736786,-3.179709308,1.342017985,-2.56084226,-12.40337341,-6.653191103
