miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,ERR747965,ERR747966,ERR747967,SRR10259195,SRR10259196,SRR10259197,SRR10259198,SRR10282881,SRR10282882,SRR10282883,SRR10282884,SRR10282885,SRR10282886,SRR10282890,SRR10282891,SRR10282892,SRR10282893,SRR10282894,SRR10282895,SRR1044598,SRR1592244,SRR1592245,SRR1592246,SRR1592247,SRR1592248,SRR1592249,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529
hsa-miR-153-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-383-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-500b-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-2.182584348,-7.303002452,-7.700580624,-2.329066211,-1.40066521,0.38121548,-7.693408087,-6.731698775,1.836226383,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-6.053756098,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-1.808523185,-7.936804247,-7.705929614,-7.24384051,-2.526111953,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-0.501054655
hsa-miR-197-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-1.448163505,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-2.026683371,-7.24384051,-7.630182649,-7.269287884,-4.577468404,2.596870999,3.769229877,4.637654438,6.046185777,4.056681475,6.153846184,2.44546643,0.063076126,2.106292953,0.819750217,1.363495483,1.760413841,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,0.954970844,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,0.380536943,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-0.763214395,-3.409977493,-4.462330942,-4.259418591,-3.63305617,1.376493968,-3.535404748,-0.912977836
hsa-miR-3180/3180-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-2.603636283,-3.978910879,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-3.964721587,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-2.086999186,-3.229056781,-2.789204751,-7.088311789,-6.827160607,-1.240744851,-6.817691359,-1.384009639,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-556-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-0.852549513,-0.311719322,1.402692991,3.354876698,2.948002922,3.960206787,3.547467648,-7.523659852,-1.385016915,-0.350934605,0.252105465,-7.422508833,-7.01798074,0.987001676,0.344447333,-0.754359212,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-2.657540915,-3.308980067,-1.240744851,-1.662872892,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-1.114257596,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-1.383700645,-1.318743522,0.176104031
hsa-miR-203a-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-525-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-155-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-1.837325954,-7.313048083,-2.887534663,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-3138-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-4.249289006,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,2.070555212,-8.842138975,-2.555418028,-1.133389208,-2.01633436,-0.562371093,-7.104057478,-0.674146835,-7.322773593,-0.819949119,-0.405062364,-8.326650681,0.344447333,-0.140011846,-7.24384051,-7.630182649,-7.269287884,-4.577468404,5.976162157,5.660434531,5.951979598,6.736029835,5.399546168,7.68561512,-6.817691359,-1.384009639,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-615-5p,-0.662131919,-0.944871808,-2.732988356,0.146477843,0.62314752,-1.176246083,1.482540867,-7.355865099,0.539725607,-1.604086726,-7.303002452,0.98018606,1.719717782,1.360987516,1.225290805,0.798621448,-1.574543946,-7.62215453,-2.315102293,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-934,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-3085-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-204-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-2.086999186,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-487a-5p,-6.389641911,-2.716703868,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-4.074385927,-2.944724208,-7.531577133,-7.313048083,-3.818991558,-4.257303091,-3.046371242,-3.620111573,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-1.735175196,0.77548402,0.045412028,1.919509762,-3.937569119,-0.194118379,1.214850798,-1.464785559,-7.523659852,-7.104057478,-1.456800202,-1.614374046,-1.720363805,-7.01798074,-1.106965021,0.122451508,-3.329411816,-1.531123213,-7.630182649,-7.269287884,-4.577468404,1.70165365,2.215049115,3.932815368,1.390236683,-3.308980067,-1.240744851,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-488-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-519d-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-642a-3p/642b-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,1.527121824,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-1.436823946,-1.370756774,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-105-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-200c-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-541-5p,-6.389641911,-7.143856522,-7.159106643,-2.001586156,-7.44840862,-2.239621527,-7.535968413,-0.750560165,-2.418318853,-7.313048083,-1.59346965,-3.323452313,-7.449301866,-1.976798514,-0.167245679,-7.693408087,-6.731698775,-2.517301475,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,1.249942204,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-551b-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-513a-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-3.572938224,-8.842138975,-8.952872018,-5.308182877,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
