miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,ERR747965,ERR747966,ERR747967,SRR10259195,SRR10259196,SRR10259197,SRR10259198,SRR10282881,SRR10282882,SRR10282883,SRR10282884,SRR10282885,SRR10282886,SRR10282890,SRR10282891,SRR10282892,SRR10282893,SRR10282894,SRR10282895,SRR1044598,SRR1592244,SRR1592245,SRR1592246,SRR1592247,SRR1592248,SRR1592249,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529
hsa-miR-21-5p,14.84692127,15.21931601,17.4153991,17.30977316,18.17333426,17.15621407,18.08582961,16.20906497,16.98757491,17.92502414,16.51816047,17.25265252,16.53579585,15.8767131,15.8683101,16.7343329,15.70690757,15.26065029,15.63479949,15.81401496,15.59171507,15.60632069,18.48801114,18.46409739,18.84344354,18.49767128,15.53799057,15.34684844,16.46740921,16.22081582,16.58108027,16.3900659,17.20591634,17.02386308,17.0173282,16.86813541,16.92480456,16.71921288,-4.577468404,13.67864111,13.56554729,12.51677888,12.52424272,12.93053767,13.00545559,13.75802964,13.8176467,15.18662571,11.5116457,13.97720179,16.38892997,12.02146834,9.819972896,9.389955968,10.09571767,9.61343757,10.45228879,9.238743951,10.67738631,9.291105621,9.222029221,9.464920191,9.569411122,8.335747451,9.629832719,11.52294975,11.61395034,11.54365529,11.57078217,11.43474402,9.888570312,10.13479333,11.00180974,10.7516761,9.988701778,11.24104421,11.06048894,10.31841881,14.45107105,14.5968582,14.86727489
hsa-miR-92a-3p,12.35992303,14.90032566,13.12515047,14.29012559,14.46229971,14.53618094,13.29022656,14.79112782,14.49675084,13.47466826,14.07918183,14.12260673,13.64951116,13.72014692,14.52153445,14.26315596,13.97358472,15.34276676,15.20025003,17.70852569,17.57433533,17.59817029,15.97973505,15.69779422,15.98743224,15.66421798,16.64010522,16.30961185,16.65737935,16.30421114,16.12505263,15.7782833,16.66227511,16.34869314,16.12391087,15.856559,16.62679836,16.31564827,15.57086647,17.93146686,17.85251251,17.43570239,18.26364803,16.98224865,18.20037636,20.05643926,20.29076898,20.46996098,19.91563241,20.33588686,19.79182961,17.11806223,14.42007468,14.82577987,15.44857565,15.60278164,15.10448373,14.47044065,16.21764775,14.83820266,14.92342165,14.85735674,15.39849166,14.51388002,15.12554881,17.03273631,17.11412698,16.87985951,16.81147626,16.25657269,15.02773449,15.63587579,16.4834343,16.09282264,15.53698728,16.63114693,16.01370657,15.43097114,18.41484377,18.52605814,18.67855095
hsa-let-7a-5p/7c-5p,14.84648869,16.96814973,17.15886107,15.98517645,16.82808816,16.1479428,16.77866684,15.1827968,15.87624003,16.94689638,15.95241317,17.78100565,17.38636775,17.28038092,16.85259324,17.48360027,16.99869492,15.70493517,17.81122794,19.06940237,18.96827102,18.9617166,16.88547106,16.94142201,17.35198749,16.6318466,14.18587786,13.94421683,15.01373029,14.70545549,13.46021764,13.18762389,15.26038872,15.02063416,13.93031756,13.72463051,14.70526248,14.41627428,16.58238954,17.46245952,17.84411827,17.37571025,18.00672161,17.03156538,18.02585159,18.21416687,18.68156726,18.96021645,16.76468055,18.299736,18.44862815,14.50113968,12.21411008,13.36611004,13.40257219,13.53031988,13.60361191,13.18910965,14.348872,12.77157069,13.15527554,13.25776601,13.48785066,13.27229534,13.45467155,14.70045152,14.71028753,14.35714081,14.2111578,13.90124254,12.70462941,14.05547616,15.01894345,14.83332296,14.08381556,15.20347474,14.3711102,13.73057815,17.10649,17.49257078,17.53116811
hsa-miR-22-3p,17.22751606,17.64499504,18.12816808,17.51146383,18.47096604,17.0129481,18.50971639,16.7198795,16.94686196,18.36878156,16.99528159,17.69672771,17.05780791,15.36703892,15.85171635,17.82689557,17.09858844,15.78460591,16.85370189,14.75285011,14.53483792,14.57007608,13.76035602,13.72044243,13.73679804,13.54222502,15.94534631,15.67692532,16.68043287,16.38142729,16.673737,16.42288595,16.86557857,16.61621374,16.99362154,16.78369167,16.1629139,15.89964865,15.07608762,16.00300758,15.7792339,15.65086476,14.70041212,15.2807221,16.08341811,18.09367783,18.68181558,19.07946083,16.94326616,18.40420933,19.37683471,16.40642486,13.64658018,13.3352082,13.97678399,14.51907769,14.20604503,13.66275611,15.05364715,13.86801009,13.79543296,13.67779334,13.44502819,12.24709014,13.18154546,15.2300531,15.73085585,15.72580542,15.93670886,15.64843617,13.94972559,14.0645579,15.03082509,15.1977045,13.50642705,14.87022229,14.81922827,13.93212323,17.52650804,17.21555868,17.51296531
hsa-let-7f-5p,14.0221359,14.87778774,15.68295551,15.37338793,15.76285288,14.61336987,15.61685433,14.97359322,14.44843657,16.04529863,13.66110895,16.45935934,15.92309023,15.60641122,15.33760758,16.38477995,16.26824586,15.21909574,16.3766045,18.90864732,18.79886684,18.80316334,16.95986013,17.40666566,17.76700557,17.09460938,17.12788295,16.8959242,17.70072067,17.44306902,15.91508331,15.69608046,18.30011549,18.12504837,16.84798748,16.64571962,17.33211984,17.08688348,17.27275698,15.46883065,15.80178768,14.86495746,14.91680245,14.87429903,15.35084304,19.11428224,19.22744439,19.73355243,17.11788431,19.05106264,19.3312175,15.73485101,13.89714487,14.71389086,14.84485996,15.00306238,15.0283926,14.36017607,15.63136873,14.22535788,14.55772537,14.49738626,14.86182855,14.41017058,14.86125958,16.41617899,16.46479838,16.03671054,16.08553452,15.84695595,14.0162548,14.87160561,15.81878343,15.72041429,15.15847279,16.16064942,15.76387498,15.21921622,17.91743854,18.03228879,18.09663392
hsa-miR-26a-5p,14.57517552,15.94000265,15.73934564,14.80238597,16.05273003,14.50219545,15.99424581,14.53780131,14.167731,16.08707741,14.11743409,16.21086125,15.38844182,13.94146127,14.31225908,15.9058376,14.4600404,14.22009451,15.8366016,17.56977636,17.33763559,17.36029622,19.33788665,19.49727532,19.53053045,19.39215334,17.41658708,17.11320706,17.87135669,17.5122747,17.49137322,17.10502036,18.31500439,18.02191674,18.17159097,17.88825309,17.51834045,17.10357761,14.77538106,16.14107472,15.66705276,15.28879264,16.24934972,15.1672083,16.07148279,16.51053695,16.86643054,17.98457103,14.92151552,17.15755928,18.43498988,14.83610608,12.59085169,12.23098268,13.04396573,12.92423935,13.45734035,12.86713495,13.70738422,11.95422492,12.15690148,12.67862448,12.28519779,11.80829,12.52873762,14.36196647,14.691315,14.49177401,14.55119662,13.80378278,11.77874721,12.57266233,13.4520687,13.23276281,12.12016561,13.45848985,13.83111009,12.49418863,17.74553203,17.39315777,17.93934069
hsa-miR-181a-5p,13.6915069,12.21610569,14.71889315,14.12105879,14.14018897,12.0540774,14.589788,12.98874499,11.78052975,15.73845024,12.99686611,13.96608076,13.39382096,11.83421665,11.64793787,13.726959,13.06123928,12.65200557,14.23066401,15.41813579,15.14734663,15.201967,14.89911922,14.1183807,14.64946867,14.27877552,16.19358524,15.99994925,16.10885475,15.8233146,16.11952298,15.89999414,16.76985021,16.61449366,16.3180343,16.14383946,16.12316513,15.87142892,10.35460558,17.68150119,17.27443083,17.38109801,17.21292201,16.57270387,17.3118326,18.52779676,18.89075679,19.00278709,17.00447824,18.79054581,19.23298052,15.50530919,12.5222268,11.89078821,12.48441633,13.29937138,12.74375121,12.17049882,13.85067645,11.80333911,12.49577628,11.99378437,12.61058784,11.78551096,12.28039463,13.81839163,13.87977859,13.65007006,13.80840029,13.72232669,11.51673979,12.69240485,13.3771841,13.52877707,11.70569707,13.50602728,13.66117725,12.66290526,14.74883969,14.19208781,15.03232421
hsa-miR-486-5p,-1.228205039,6.003888825,2.953061401,4.591317119,2.975598025,8.295546125,0.956146351,9.46350017,4.835990143,1.360733221,4.697976659,3.156695278,7.518479181,7.807274397,8.562084168,0.595342523,-1.003544857,8.220247517,5.327669783,17.95719321,17.88356877,17.88321581,12.57100807,12.61050408,12.68346321,12.38099925,18.73268306,18.50777147,17.85864151,17.5511414,17.88268592,17.60144387,18.24444209,17.99577231,17.74987702,17.47858826,19.57142549,19.39042825,-4.577468404,20.25404789,19.90790154,20.05633421,19.58725074,19.36545538,19.79797569,20.8347543,20.78714146,20.91862129,20.90103995,20.86028235,20.46148879,19.49311203,17.89283229,17.58224411,18.41122573,18.58332391,18.40070586,18.03405577,19.01067716,18.47965971,18.39133159,18.37136139,18.16228333,17.64668817,18.12341258,19.01508482,19.23076912,19.09962268,19.20957354,19.19938873,17.58125651,18.2245242,18.61072204,18.58778532,17.92789586,18.52622531,19.06209161,18.37158478,18.95856681,18.59036285,18.88202895
hsa-miR-191-5p,11.54979502,14.71086637,13.59314481,13.9989973,13.30187939,13.75179613,13.69448936,13.44631255,13.22470402,13.56856099,14.03344877,14.87873544,14.42280523,14.25829568,14.43420044,14.64900352,14.92859562,14.27073428,15.63070846,18.33541355,18.19317438,18.20411148,15.72541687,15.66372128,15.76299429,15.87892468,17.75881642,17.57611376,17.34523446,17.11657755,18.10836309,17.9227842,17.9835436,17.80710555,18.44049656,18.30498823,19.4742748,19.34013563,14.66907192,19.14810793,18.79442631,18.8306715,18.39062475,17.54763807,18.43037341,17.36745266,17.3105841,18.60848896,15.74564727,18.22638959,18.46699017,13.26368374,11.31029091,10.37454822,12.13937322,11.85386411,12.21677821,11.45837047,12.47559732,11.34380864,10.9591211,11.22017413,10.48313885,10.46285345,11.45725257,12.4548124,13.39802416,12.96122037,13.30107566,12.67509704,9.830993925,11.12744587,11.70307918,12.11432059,10.96143781,11.80957275,12.72209353,11.39470128,18.28258993,17.60602029,18.20964671
hsa-miR-10a-5p,13.67499369,14.88901658,17.08954011,16.34934791,15.92503493,16.44800124,17.01517941,15.93296732,16.1043135,17.06979,15.64555212,17.24829453,16.23354449,17.36441105,17.4605567,16.58873862,16.95955224,16.73504865,17.29350592,13.24071321,13.03433888,13.05464961,12.90672988,13.08912335,13.50589195,12.48703239,13.41606352,13.13222039,13.35257784,13.04025119,13.45927663,13.2408403,13.86612939,13.6143248,14.333354,14.14176357,17.18475879,16.95174512,-4.577468404,13.47389699,12.66994176,12.40301344,11.43762305,11.79761764,12.46542953,9.693870636,9.109222218,9.717405685,6.796520936,10.34114503,12.02920366,7.444173832,6.259744973,1.770527853,4.110172191,4.25385573,4.406586042,3.381536773,5.116612965,5.950423626,-3.357584089,3.500277276,3.888113821,1.183730596,2.51011766,4.936788337,4.872404993,4.059479153,5.882765851,5.704098723,1.610270883,4.112470955,4.168479628,3.621282513,1.546307679,4.250431252,4.271509983,1.349532744,6.579178815,6.082697964,7.325870689
hsa-miR-10b-5p,14.37775607,11.82704293,13.14952594,15.35180677,16.67080511,15.30320143,16.75143858,12.47430925,14.39296948,12.43005026,9.567867035,18.40623132,16.88575984,16.79176486,16.34906915,17.79258761,17.23825754,12.30451063,17.24643671,9.822727708,9.841051366,9.553503651,2.264631632,1.996337707,3.344466113,2.774288612,3.316056486,4.678665191,2.201192297,2.598641401,4.317625763,3.266261055,-8.326650681,-7.936804247,-7.705929614,-7.24384051,9.090454267,9.208547539,-4.577468404,8.068547928,6.546660186,6.663369522,6.770868907,8.073851708,7.441242891,-6.817691359,-6.544471612,1.092833199,-5.315317881,-6.90703448,8.850099235,-5.077215311,2.049796575,-3.15398837,0.683714417,-3.89959987,-3.701150267,-3.138088086,-4.07569507,4.375099662,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-0.16018736,7.119814111,-7.04012982,-7.112861251
hsa-miR-100-5p,16.35362092,16.60479274,18.21738525,17.85680684,18.17912555,17.91928763,18.19185145,16.33338074,17.15252674,18.49860601,17.66831572,18.44651167,18.96242648,18.5552474,18.13026215,17.97759728,16.53236522,17.28646907,18.91713389,2.090096696,1.89787028,-7.075170805,7.708969116,7.744552088,7.257623197,8.172532147,4.377604741,3.280652003,0.439876636,0.252105465,1.068037326,1.456724635,4.541306615,4.713313113,2.242187976,2.19289524,6.119983868,6.549036936,-4.577468404,4.442277464,0.215838614,0.077472607,1.574583735,-0.622767514,1.587262616,9.666207324,-1.384009639,2.106292953,8.813925594,10.52874131,12.1269459,-5.077215311,0.036886949,-3.15398837,0.683714417,-3.89959987,-3.701150267,-3.138088086,-4.07569507,2.569994615,-3.357584089,-3.331743679,2.038488707,-3.096665973,0.92892938,5.507134624,5.539679312,4.64273993,4.271227975,4.236307441,-3.337143729,-3.872402671,4.534503976,-4.272594363,-3.409977493,1.139016052,4.768416616,-3.63305617,9.628295446,9.859381959,8.800659998
hsa-miR-27a-3p/27b-3p,14.71822789,12.98127915,15.63953544,14.92354409,16.12113847,13.75115813,16.60858683,15.02444458,13.53741288,15.77588094,13.80968381,15.43070179,15.1902968,12.85250546,12.95893131,15.61592144,12.81058602,14.93794556,13.548344,13.71646494,13.44532971,13.58181167,15.43947767,15.86862774,16.12209932,15.40588089,13.77934794,13.52315733,14.21740966,13.91500442,14.28186565,13.98223624,14.90979104,14.63078049,14.90779015,14.69136662,14.46803823,14.18101183,-4.577468404,14.38284252,13.44516804,13.28972526,13.9825914,13.10721391,14.13043218,14.23899581,14.50925988,15.43970876,12.90604711,14.66325009,15.94743805,10.53671996,8.525806113,7.934242133,9.336237712,8.93291365,8.950765632,7.787380702,9.083496148,7.543414158,7.955896837,7.998592351,7.70227336,7.17993071,8.548669088,9.986230135,10.79694765,10.29093373,10.49099603,9.737360067,7.489105737,8.469303261,9.308587641,9.217222409,7.839188031,9.446223597,9.453453573,8.350863514,12.86513022,13.12725331,13.09447172
hsa-miR-146b-5p,2.379034237,10.25085874,7.367728118,7.668932745,6.414196306,6.842833517,4.590857297,8.363083655,6.255861334,4.458727555,1.85850532,9.525464428,9.337709533,13.06934968,12.0957274,9.472892655,9.191127574,13.59253804,15.86178665,13.73535354,13.61176157,13.63795389,14.44613563,14.60524053,14.80458139,13.86352306,16.69815652,16.52240121,15.98046613,15.73673427,15.6143178,15.40436479,17.02347068,16.85008958,16.34764494,16.19720319,18.54550633,18.38136652,7.573362976,12.68097496,12.274843,12.19255947,11.92349831,12.08774255,12.88840974,9.758073052,9.833322793,11.31346833,6.704396483,10.3107437,10.014777,6.371452617,5.95410359,4.30978531,5.79016813,4.806135467,4.406586042,4.322086658,5.93731347,5.772067683,-3.357584089,3.500277276,3.417233005,2.328003885,3.184724462,4.411908828,7.04279026,6.280768575,6.14738279,5.55753008,3.742497837,4.112470955,5.718047765,5.163319022,5.878482289,6.979007861,5.07876991,4.749229554,10.30700955,10.4400112,10.98428362
hsa-miR-143-3p,14.75417225,13.34265863,16.6880342,15.86588008,17.64443019,14.57938708,17.86581067,14.90897946,15.13476946,17.44954634,14.00280019,18.16495661,17.57791462,16.46722384,16.65701376,18.3500504,18.53055247,15.33500811,15.6006813,13.99059714,13.81570182,13.84740648,13.90382967,14.19029072,14.64923785,14.09253112,10.12545568,10.05008378,10.45016105,10.29521912,10.40441005,10.25274365,10.66772489,10.60225295,10.6120387,10.50437763,12.21945908,12.06603993,-4.577468404,12.27163506,12.53060122,12.10503211,11.02606123,11.69756724,12.26788905,-6.817691359,-6.544471612,-0.220693523,-5.315317881,-6.90703448,12.43784994,4.558836533,-3.421794909,2.279151366,3.49178163,-3.89959987,-3.701150267,-3.138088086,0.954970844,7.351438696,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-1.368964983,0.918626458,-1.230227829,-4.30500728,1.610270883,1.136890168,-1.045512517,-0.763214395,-3.409977493,-4.462330942,-4.259418591,3.257045139,10.29734738,1.237570871,1.551450604
hsa-let-7i-5p,14.70225328,14.18840299,14.82831598,15.09760825,15.43030508,14.37904114,14.81456081,13.90294102,14.12055304,15.05905356,13.07987794,15.63757699,14.69127931,14.75570841,15.0281348,15.44089427,13.98548939,13.80626549,14.982157,16.27081073,16.10446308,16.14481174,16.07082876,16.42739052,16.73506881,15.97651616,14.16952408,13.86997012,14.36013837,14.0140343,14.06528062,13.80065921,15.47640738,15.1964984,14.53113945,14.28433693,14.45258743,14.1552574,15.17003546,18.17039305,18.09092564,18.2709377,17.66859343,16.65056709,18.04408301,18.01799641,18.59311839,18.90168654,16.70912574,18.33362111,18.58005449,14.11672525,11.97544522,12.85426106,12.86707464,12.97230506,12.75417323,12.13126849,13.44746333,12.35536404,12.64624071,12.6176027,12.9380785,12.44760622,13.04985863,14.47422246,14.29922308,14.16805791,13.91213963,13.87111485,12.065956,12.75717512,13.98450681,13.71293413,13.32490351,14.43986877,14.03617354,13.54251057,16.18639396,16.53662277,16.53244339
hsa-miR-16-5p,11.03101246,12.28865061,11.77600181,12.76033539,12.73238561,12.94677407,12.33667844,11.72318468,12.70660725,11.8772482,11.97031461,11.34374092,10.26122512,10.35557161,11.20591248,11.33048468,10.08941449,10.97424751,10.88801794,15.95677177,15.78257289,15.80634998,16.34780785,15.75726315,16.04313517,15.81274649,14.93799938,14.74020595,14.9575519,14.69121759,15.20311096,14.99725269,15.62998317,15.44443578,15.57370521,15.40629228,14.82009168,14.61770992,18.52605144,11.66648928,11.38315461,10.44791232,11.55216986,11.48610079,12.15875412,19.35132622,19.77173972,20.10347971,18.84885032,19.85013481,20.47809374,18.2230197,16.15916723,15.81153438,16.51230184,16.64351822,16.86847139,15.91517969,17.00911908,15.84685169,16.13679135,16.13940162,16.24558297,15.48868822,15.79242129,17.49155323,18.00108029,17.78831139,17.70454966,17.35221576,16.00874827,16.38729639,17.34301194,17.10861471,15.9673901,17.34752388,17.3593557,16.24490933,19.82417625,19.58931526,19.8987373
hsa-let-7g-5p,10.73704614,13.97305115,12.64689781,11.78782688,12.45496524,12.06095449,12.64084868,11.88823806,11.94335184,12.64021722,11.57397425,13.93915629,12.85704701,12.9990484,12.93226084,13.94227262,13.93206711,12.50375353,14.85730342,17.54501946,17.43600114,17.48360385,14.9224263,15.84300993,16.08255468,15.45220628,13.16746806,12.90043746,13.60207459,13.34488316,12.77984127,12.56367025,14.48387482,14.23975774,13.17029339,12.98311942,13.45851455,13.24925292,15.35408838,16.01466785,16.43526193,15.89268184,15.99639223,14.77031827,16.23540864,16.68595063,16.8033027,17.62540998,14.13220487,16.6830632,17.13818892,13.2623309,10.85517324,11.68421047,11.57247533,11.6170179,11.58936357,11.0986409,12.37874894,10.96794181,11.32680549,11.51461222,11.51712255,11.26199234,11.54222343,12.95468214,12.99493902,12.78701475,12.74653163,12.55193726,11.04894273,12.15762089,12.82504502,12.73598093,12.17142639,13.09254441,12.61823756,11.98681698,16.24560433,16.59943304,16.68691832
hsa-miR-148a-3p,12.14737473,12.9002756,12.38071717,13.44843542,13.90710107,11.54294891,13.29585433,12.64574701,12.38270786,13.40508151,5.955589659,14.88960822,13.98780271,13.81810412,13.22366164,14.94270494,15.52931622,13.88785843,16.19920846,12.6658178,12.54155076,12.61337298,17.3007632,17.13766622,17.68267513,17.15553535,14.98145295,14.72579124,15.36872473,15.06954015,15.16354829,14.91963525,16.25220601,16.0293693,15.88082459,15.67524921,16.21707363,15.95631392,11.36487354,12.93527268,12.9786137,12.62711452,12.49120129,12.54044258,13.65559966,12.91578298,11.98331685,14.69890364,10.25513006,12.95944747,14.45823406,10.46197001,7.741657103,6.991653289,8.701689192,8.566845193,7.984837503,5.371743733,8.355534659,7.310270494,7.008205841,7.529238683,6.103331638,5.626892549,7.385571788,10.52043243,10.31723627,10.14505585,10.33131923,9.563289146,7.730503192,8.755957539,8.947873119,9.199847728,7.779562438,9.473475313,8.893622714,8.025109847,12.96443493,12.99920861,13.55929123
hsa-miR-142-5p,-0.190476264,-7.143856522,-7.159106643,-2.001586156,-0.484110953,0.468035692,-2.423099952,-7.355865099,2.176472606,-1.120461706,-2.887534663,-7.700580624,-7.449301866,0.454624783,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,11.22484905,10.920701,11.05200326,10.47154426,10.06016007,9.533297823,9.770263214,15.02162838,14.80713006,15.4714005,15.23095013,15.27566834,15.09604665,15.97656043,15.80490504,15.89471905,15.75423472,14.77114157,14.5813397,-4.577468404,12.83735759,12.3942026,11.97216505,14.29740178,12.69979145,14.13190327,16.75911555,14.36364286,17.63620827,12.55234936,15.81337355,17.85869647,15.85947771,12.82967214,10.61202181,13.45928519,13.27510459,13.2663026,12.38195035,13.496505,12.05616027,12.06610594,12.34061805,12.22369662,11.06176561,12.32045383,14.92837584,15.26378088,15.05565759,15.04017698,14.70694351,12.49680831,12.89756009,13.87721331,13.94759889,12.65572732,14.19636587,14.07830927,13.02279698,17.49499116,16.87175896,17.22002229
hsa-miR-30a-5p,11.82864774,12.95321723,13.273796,12.52585057,13.46016877,12.20309904,13.98338313,14.25430004,12.3129356,13.57638233,12.3485806,13.9394089,12.44333074,10.5659917,11.60041658,14.20893913,12.17523863,13.05056637,12.64950838,8.073874281,8.064156515,8.100189454,9.60813671,9.529722624,9.830070889,9.599527978,12.15502005,11.97473459,12.62350101,12.34080567,12.29662588,12.09492123,13.09834016,12.9441942,12.30645789,12.11062908,14.29036554,14.03804364,3.723571944,8.764141869,7.500826089,7.257386627,7.239646069,7.282378402,8.774424198,7.384841948,11.03873009,9.310023003,8.536444309,11.14642653,7.969332278,1.420908227,2.475196741,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,2.826032618,3.105044632,-3.38034997,-4.577468404,1.907055615,1.745319504,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-0.763214395,-3.409977493,-4.462330942,-4.259418591,1.867511457,9.969411146,9.065108529,9.750457943
hsa-miR-92b-3p,11.34571036,11.5624455,11.82969106,12.65175442,12.32721021,12.62979356,12.06603037,12.52355642,12.78154549,12.10439462,12.79656874,12.39402148,13.15783991,12.43360917,13.19205344,12.31442252,9.611608986,12.98906173,12.44651121,11.36120906,11.17664131,11.24629431,7.708969116,8.293060128,8.230520234,8.494810962,11.48958331,11.2002903,11.1902378,10.87480543,10.48681762,10.14402768,10.73327429,10.36670612,10.07362694,9.839231016,10.8817525,10.72287034,-4.577468404,10.74311946,10.73016455,9.874823808,12.06179243,10.33089466,11.99884412,15.54130825,15.67349078,16.47754512,14.60868026,16.15620252,14.81566958,10.93064863,7.889539976,7.810254844,9.326627933,9.554256078,9.664827945,8.548594448,10.26310334,8.807678618,8.843352506,8.747800004,8.590596875,8.082847003,8.548669088,10.71270923,10.97801253,10.62039666,11.13595582,10.38374793,7.730503192,9.082928431,9.724545544,10.21458384,8.202607112,9.679693177,10.07077944,9.04700625,10.58857883,10.73443415,10.98428362
hsa-miR-30d-5p,10.04270636,13.00036176,12.20841146,11.41796335,12.08400558,11.03385546,11.79984379,11.87590131,10.9014118,11.97952084,11.52607486,12.33251339,11.78149724,10.00344845,11.07801798,12.89354521,11.10883927,11.66459083,12.52331496,14.26227629,14.0308594,14.07763543,15.36423622,15.40138569,15.58433275,15.53503135,15.45141489,15.19823487,15.79611083,15.47602894,14.89683879,14.58854146,15.96170516,15.69556131,15.13261781,14.87802806,16.94155208,16.66073318,-4.577468404,14.50045807,13.98849346,13.93153534,13.5720502,13.50313936,14.47128159,16.18403934,16.18846601,17.6373297,14.06559051,16.87707635,17.20775525,13.19131071,10.84819641,7.777671657,10.83831281,11.16708632,11.63958262,10.54602266,12.22507583,10.49077559,10.38256402,10.40915133,10.36650782,9.009492802,10.15994043,12.47807753,12.51731377,12.73739481,12.7567716,12.21509391,10.21390774,10.79864035,11.63160571,11.53887697,10.39731039,11.57425506,11.52953206,10.10422393,15.87317845,16.12441448,16.29939821
hsa-miR-99b-5p,13.30480602,14.26953161,15.07325239,14.85848819,14.81005241,14.42672134,15.37609976,14.66404142,14.18177031,15.21406981,14.96031086,16.42135633,15.7382529,15.17082681,15.26083062,15.64116046,14.62539694,15.54140844,16.16265205,11.05753574,10.85587099,10.93402681,12.79594315,13.39509262,13.2685053,13.12575435,14.58972732,14.28205903,14.2063279,13.84918308,15.11054293,14.7874624,15.5406352,15.22198363,15.71228211,15.4309434,18.75015476,18.53598383,-4.577468404,15.90864544,13.57852196,13.99061163,12.69360682,12.03692948,13.2139702,0.465803558,1.699164662,2.924630313,-1.771205404,1.74375958,6.623284352,-5.077215311,-3.421794909,-3.15398837,0.683714417,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-1.045512517,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,3.450756321,0.78884659,-0.14180922
hsa-miR-142-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-3.620111573,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,10.38466242,10.10621919,10.21409251,13.47334114,12.87449793,12.96664919,12.95496817,10.19656061,10.02677345,11.31073861,10.86673461,10.77501936,10.51219668,12.45499135,12.10053794,11.74691875,11.59067753,10.98792684,10.72059597,12.80459562,8.313978719,8.004642555,7.390865244,7.575946986,7.840904295,9.244856592,10.07229877,7.906447073,11.2104643,5.236901378,9.769411358,13.28999984,10.60777176,7.151477232,6.827072939,7.363205473,7.790350795,8.231711093,7.00222315,8.421873421,6.663177822,6.157918314,6.459330666,7.853116792,6.807569767,6.673533895,9.675897104,9.733967446,9.412778371,9.877667609,9.438421786,7.631391406,8.993873015,9.11912453,9.061940844,7.245200316,9.222344848,8.366991865,6.967329832,13.4074149,13.67173051,13.88288826
hsa-miR-126-3p,-2.85231357,1.522165561,1.322861941,0.605939834,0.62314752,-2.239621527,3.652845877,5.789281095,0.040308803,0.974387287,1.184483274,0.98018606,2.253615328,-1.40066521,-1.752741874,-1.106565483,-0.119946111,4.475077323,3.803244052,12.51438791,12.30344171,12.33143582,15.30195907,15.80968672,15.96710405,16.0023215,13.42072948,13.09718288,13.96173751,13.64239649,13.04772911,12.71516453,14.61470937,14.30836757,13.86586626,13.62646374,13.10946111,12.82788169,-4.577468404,11.93411906,11.46714892,11.4981144,10.768132,10.90784062,11.13777604,12.22299153,12.26203886,14.16532444,9.898198306,12.82007607,14.87426791,11.55627525,9.439900857,8.34908511,8.89972282,9.484461406,9.540769103,8.264747096,9.816833047,8.260601312,8.944781393,8.575400922,8.904311167,7.564984713,7.886017753,10.13894717,10.98812116,10.558568,10.86015951,10.08178185,8.839067571,9.176617735,10.65380456,9.963288594,8.63889687,10.23185016,9.753211596,8.09614036,15.48008721,15.07822956,15.57586689
