miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,SRR1044598,SRR1264562,SRR1264563,SRR1264564,SRR1264565,SRR1264566,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR543696,SRR543697,SRR543698,SRR543699,SRR543700,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR8543902,SRR8543903,SRR8543904,SRR8543905,SRR8543906,SRR8543907,SRR8543908,SRR8543909,SRR8543910,SRR8543911,SRR8543912,SRR8543913,SRR8543914,SRR8543915,SRR8543916,SRR8543917,SRR8543918,SRR8543919,SRR8543920,SRR8543921,SRR8543922,SRR8543923,SRR8543924,SRR8543925,SRR8543926,SRR8543927,SRR8543928,SRR8543929,SRR8543930,SRR8543931,SRR8543932,SRR8543933,SRR8543934,SRR8543935,SRR8543936,SRR8543937,SRR8543938,SRR8543939,SRR8543940,SRR8543941,SRR8543942,SRR8543943,SRR8543944,SRR8543945,SRR8543946,SRR8543947,SRR8543948,SRR8543949,SRR8543950,SRR8543951,SRR8543952,SRR8543953,SRR8543954,SRR8543955,SRR8543956,SRR8543957,SRR8543958,SRR8543959,SRR8543960,SRR8543961,SRR8543962,SRR8543963,SRR8543964,SRR8543966,SRR8543967,SRR8543968,SRR8543969,SRR8543970,SRR8543971,SRR8543972,SRR8543973,SRR8543975,SRR8543976,SRR8543977,SRR8543979,SRR8543980,SRR8543981,SRR8543982,SRR8543983,SRR8543984,SRR8543985,SRR8543986,SRR8543987,SRR8543988,SRR965568
hsa-miR-17-3p,0.212512965,5.035352176,1.12368402,4.50888736,3.792817775,4.814873499,1.636478499,4.942110905,5.402397532,2.12871417,4.263294134,6.448516251,5.49739989,6.695905416,7.988804714,6.870540393,6.731818184,8.075002613,6.513376116,-4.577468404,3.069541174,3.220235338,2.082597599,3.90925524,-6.138722271,10.35779045,9.822465179,11.7417512,7.422196572,11.24237677,11.95326321,3.220235338,3.069541174,2.082597599,3.90925524,-6.138722271,8.496985564,2.475196741,3.057963973,5.617064323,5.611556781,5.392031017,3.381536773,5.116612965,2.569994615,1.59233372,3.500277276,2.464109699,1.82051392,4.320207554,7.368465601,7.779904585,7.14147308,7.686268575,6.030939337,4.167687721,5.164682388,6.074655551,6.759024527,4.469318707,6.202925756,6.00188363,2.97783557,10.28272918,10.44893549,10.47698396,0.322647457,3.263394784,0.582062572,1.582758774,0.792353149,0.536558118,-5.205650998,2.282291993,2.494914132,-5.046989693,-4.902980628,-6.827219171,-5.890432059,1.023098566,-5.41471508,1.503867277,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,1.847697214,3.780625445,2.11433756,1.445829086,3.391062526,2.213392931,1.690895102,-5.701060683,1.624729817,-4.905077023,-5.43095344,2.475067965,2.254618684,-5.599474806,2.153561127,-5.550424005,-5.409560666,-6.498785873,-5.370705048,0.224275226,-0.252396746,2.223359816,1.480844505,-6.054242761,2.824662386,-5.783226697,2.695119996,-6.263787604,2.839641171,1.378462962,0.425380574,2.469153599,2.161400485,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,1.574125064,0.624424122,1.554583652,-5.218825082,1.807130242,1.707688008,-6.094817694,-5.989391966,-5.511213099,2.994813654,1.237814568,3.653444582,1.478199521,-4.906221424,2.23674573,-5.184883619,1.871094932,1.449175617,1.208523609,-5.18859945,-6.512964334,4.02358428,-5.218825082,1.773844519,-4.121175212
hsa-miR-671-3p,4.838519869,6.764781803,6.853047153,7.591434681,7.3622062,7.744689313,6.574336629,6.409370251,7.695285354,6.820374221,7.685816235,7.066954145,7.126970048,8.12664021,8.144052857,6.802630761,5.320044005,7.238995681,7.706664951,-4.577468404,1.782819166,2.558914379,-5.627212417,-6.140680144,2.897402398,-6.817691359,1.006703906,3.607432012,-5.315317881,3.774450149,4.616496552,2.558914379,1.782819166,-5.627212417,-6.140680144,2.897402398,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-1.482223198,-0.362891346,2.050255502,-1.157650597,-5.772826702,0.075971138,-5.205650998,-5.888701134,-0.026357723,-5.046989693,-4.902980628,0.456565935,-5.890432059,-5.090980289,0.271458331,1.975808539,-5.207568436,-0.651953069,-5.273521501,-1.370590847,-5.621287574,0.11866462,0.679540131,-5.811645834,0.591606441,-6.067912373,0.988422109,0.031754531,-0.562099937,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-2.174053485,-1.678346478,0.558727394,-5.2660281,-5.550424005,0.27625966,-0.297033926,0.31241289,0.765402701,1.535423962,0.885659633,1.480844505,-0.334834654,-0.476530467,-0.075237483,1.12711325,-6.263787604,-7.286149645,1.127570144,0.73713158,1.332119571,0.31136105,2.048833158,-5.389532108,1.765209982,2.660073833,0.294987575,-4.90370879,0.165263745,-6.222015842,2.194169795,-5.940511966,-5.775917668,0.093432935,-1.529225861,-1.059223628,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,1.325159184,-4.944947103,0.068358504,-1.236370878,1.658163944,0.757519111,-0.388397275,-5.218825082,1.527069379,-4.121175212
hsa-miR-432-5p,6.70039303,5.330736601,6.45976314,7.115245253,6.376967107,5.591842749,7.322423533,6.144626617,4.463081997,7.108142443,6.096351292,7.421807181,7.508466047,6.449469661,6.570156357,6.628752255,5.320044005,6.814135335,6.923162637,-4.577468404,4.93271968,5.781134528,-5.627212417,-6.140680144,3.034321471,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-2.020829038,5.781134528,4.93271968,-5.627212417,-6.140680144,3.034321471,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-0.437401823,0.986658674,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,1.43829158,0.287103389,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,0.002668461,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,1.46267164,-6.498785873,-0.923125147,-4.877502863,-5.968647646,-0.177979108,-5.389133214,-6.054242761,-0.476530467,-5.783226697,-6.685467692,-6.263787604,0.288810432,0.849851599,-6.534501246,-6.46529041,2.010974662,-5.387185222,2.28798272,-5.711021325,-0.309910275,0.752044069,-1.36916805,-5.528368047,-6.222015842,-5.218825082,-5.940511966,2.568365285,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-1.409187694,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-0.261318519,5.690216963
hsa-miR-615-3p,9.806211515,9.394776033,7.108278284,9.45190807,10.44685187,9.158647435,10.6377974,5.392124811,9.003226849,8.751108022,5.669706989,10.26690717,9.769083111,8.967710312,8.985940238,9.773542839,7.688314846,3.822396932,9.406668048,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,0.456565935,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-1.435344257,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,0.982701189,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-2.003592983,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-1.676425107,-5.977932367,-4.121175212
hsa-miR-425-3p,-1.228205039,3.990143964,0.672960262,2.032648578,0.841210914,1.309372278,1.91877161,-0.750560165,-0.248416843,1.534153655,2.505546679,2.918308894,2.370799515,-7.119104501,-0.167245679,3.447417709,2.381608875,1.398435145,4.040564786,-4.577468404,5.595499539,6.988175781,4.40524757,5.189719955,4.400224945,5.087816675,5.615710695,6.79727308,1.208445467,6.349168692,9.754217708,6.988175781,5.595499539,4.40524757,5.189719955,4.400224945,5.765761906,-3.421794909,3.057963973,-0.177288586,3.726268461,2.92178984,-3.138088086,1.481390012,-3.309159003,0.096592269,-3.331743679,0.879676463,-3.096665973,0.92892938,3.723571944,4.691227862,3.45200068,3.032800973,3.402633898,2.122496465,0.482273433,3.564241188,2.732226844,-3.409977493,0.605403352,2.132429303,-3.63305617,5.852540756,6.586887236,6.392510076,4.801876735,5.407647672,4.961856305,4.329359993,4.825716994,4.87115753,2.662804673,4.019356856,3.265915621,3.792613804,1.907505237,4.546530402,4.520984312,4.130974645,3.630730551,3.011590874,3.524518327,2.306037775,2.805952702,2.46138105,3.3292645,4.170271438,3.366634721,4.506151459,4.102537137,4.057074617,4.793955078,4.192633247,5.371023481,3.760441114,2.920617383,2.698034543,3.343263907,4.707212066,4.976959832,3.727891981,2.611986461,3.767292254,3.993045556,3.422800859,2.724532049,3.3151919,3.758487373,4.614965698,3.227236085,4.466793674,4.770649621,4.449521326,5.012742709,3.985249975,5.110952445,3.775224942,4.724807255,4.544917007,5.392580897,3.068415334,3.377047812,3.255433527,4.272793185,4.41203302,4.036441033,2.389103346,4.674204143,3.035939348,3.881710507,3.201773383,3.322941575,5.200275658,3.419270478,3.146625826,1.952159002,-0.612713886,2.987634176,2.697078345,3.801279472,-0.062193716,3.26040264,4.278311215,2.451310321,2.677125617,5.003755341,3.643592309,2.433725066,2.888888237,5.904973716
hsa-miR-181c-3p,3.192809784,-0.532582531,6.931937439,5.449105341,7.306488432,3.599609239,7.138644944,3.310420921,3.591220895,7.669590138,3.434998744,7.770589923,7.271531892,5.244306707,4.241364036,6.503286784,2.521915966,3.702883054,4.150495279,-4.577468404,1.587436211,1.309372278,-1.172243574,-6.140680144,0.451246095,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,2.833195573,1.309372278,1.587436211,-1.172243574,-6.140680144,0.451246095,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,1.986830312,-6.565821499,-6.369984944,-5.612270051,0.397451246,1.572850846,1.306629792,-5.888701134,-5.146660321,0.61092423,-4.902980628,1.43829158,1.028528061,-5.090980289,1.458082825,2.372332782,2.203838143,-5.08815361,0.402527173,-4.905175894,-2.074058329,-1.124245875,-5.894777062,-0.10226735,-0.958651279,0.517885544,3.30512327,1.66973847,1.494739812,-5.701060683,-5.565013682,0.740351087,-0.294429571,0.649768838,1.381540416,2.328080274,0.409457366,0.604074002,-5.409560666,1.30116366,0.31241289,-4.877502863,0.956686905,0.224845419,2.047143371,-6.054242761,0.878184377,0.782765223,1.569854367,2.48908658,3.120689634,-1.253598597,3.069631229,1.964965464,0.594682427,2.896276115,-5.389532108,1.765209982,-5.447253717,-5.389442496,3.111836969,-5.528368047,-0.497681087,2.194169795,-1.48066774,-5.775917668,1.89504257,-5.989391966,-1.964687937,1.531302916,-4.851394118,1.062707429,-0.313492897,-0.479016702,-1.327982566,0.484339989,-4.944947103,1.064212364,0.865976889,-5.18859945,1.517426128,2.922107031,-0.776957349,0.602122321,-4.121175212
hsa-miR-96-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-2.328100578,-7.36628225,-7.535968413,-2.944724208,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-1.748992533,-7.119104501,-7.452806173,-7.693408087,-2.283007377,-4.169894578,-7.436378297,10.74460636,6.335875262,6.827641864,6.177290474,6.021845108,6.784516384,8.147327808,8.730751745,9.646572521,4.067398843,7.961839397,10.40441895,6.827641864,6.335875262,6.177290474,6.021845108,6.784516384,7.821389997,4.768773739,4.494357298,5.32736902,3.51923947,7.21829386,6.457599527,6.308976724,5.245780884,6.080364433,5.106063777,6.515979723,3.415047779,5.525282818,7.422093864,8.337247875,7.171075394,8.011672729,7.31173828,-3.337143729,3.313811434,6.424787068,6.672684009,4.297329112,4.82835983,6.544351071,4.297835752,14.50050643,15.0250721,15.38949444,13.04382579,13.04507295,12.31207198,12.54987015,12.52626329,12.77431634,12.50116648,13.18516549,12.90744226,12.24039088,12.32703014,13.24164168,12.71815314,11.80580164,12.65836206,12.60978606,12.57356644,13.09585212,12.20724763,11.96310331,12.21089353,12.66650686,12.39253636,13.54928574,13.15726409,12.82637854,13.30930499,12.48159548,12.49854628,12.87565038,12.72280878,12.99361845,12.51132613,13.59386247,12.42950591,12.72072467,12.52229896,12.40396581,10.87782914,13.08097238,11.83083381,10.70425444,11.74091638,12.70479529,12.56760535,11.81425001,13.01507482,12.00243538,12.51458736,13.67341952,13.50860558,12.97728528,12.04686621,11.97183115,12.87918728,11.82714497,12.24511147,12.23331174,11.53465089,11.32590412,12.2836199,12.01026392,12.66084713,12.04507691,13.34896592,12.6317163,11.92157131,11.79419779,12.41537961,12.82667316,12.06833412,11.4810609,13.4503815,12.00991996,11.98145459,11.90041821,11.62127164,12.24117887,13.13507625,12.20843273,12.09986074,13.26035905,12.31043708,12.25631976,7.335578748
hsa-miR-494-3p,6.991175006,5.035352176,7.771732212,7.239188286,7.785581597,7.524945634,7.611908686,4.697888304,7.1895982,7.054163076,7.101965667,6.064651279,4.620429648,6.604838581,7.434196921,4.661960744,6.022127411,4.798450036,5.619733855,-4.577468404,4.188625511,5.352356032,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-3.323452313,5.352356032,4.188625511,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-3.602580094,-7.04012982,-7.112861251,-0.912493284,1.679680697,0.231366151,-0.467338067,-2.225434181,-5.62340605,-0.764323602,1.334776971,0.519511589,-5.046989693,1.574765343,2.69625377,0.683574208,0.570631392,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-1.730109351,1.189826974,-5.621287574,0.11866462,0.283011572,-5.811645834,-1.529028735,-0.348039661,0.212782192,0.697084865,-0.154366758,-5.701060683,-5.565013682,-0.477932831,-5.43095344,1.412865709,0.051503007,-0.455084288,-0.822282495,-5.550424005,2.877612408,1.30116366,1.158638792,-4.877502863,-5.968647646,0.885659633,-0.254768266,1.184143116,1.769717455,-5.783226697,-1.527272679,-6.263787604,-0.317264104,1.816622975,-2.079573174,0.802529372,2.010974662,-5.387185222,2.046797326,-5.711021325,-0.309910275,0.752044069,-1.36916805,-0.38713163,1.554583652,0.907498009,-5.940511966,4.533939762,-0.374062818,-5.989391966,-5.511213099,-5.670021791,2.957669249,-0.612713886,0.153101345,-0.479016702,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-1.236370878,-5.18859945,1.036224517,-0.388397275,-5.218825082,3.169280468,-4.121175212
hsa-miR-338-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-4.249289006,-2.283007377,-1.448163505,-3.964721587,-4.577468404,2.579586006,3.049346652,4.648928887,4.859789001,4.248662002,-2.372512324,-6.544471612,-7.191106501,-5.315317881,-3.393565558,4.694596728,3.049346652,2.579586006,4.648928887,4.859789001,4.248662002,-1.537928017,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-2.672940848,-1.893872856,-2.683660825,3.401336048,1.468816941,3.428257016,-5.612270051,3.466800151,2.307481649,0.919444607,1.607146605,-0.707838258,-0.612713886,1.574765343,1.987424527,2.470190906,2.957691897,3.206230329,3.730035395,1.641473125,0.028375058,2.990712126,1.572834958,-5.621287574,-1.124245875,2.277015491,1.921117977,3.362429256,-0.348039661,3.30512327,2.518863155,0.515204124,2.444186043,0.590599046,-1.370494959,0.714011372,0.92961252,5.191208577,1.292699869,-0.822282495,1.906558643,3.049904518,2.114892181,-5.370705048,0.765402701,2.402691701,4.135229498,1.142034152,3.234395314,1.769717455,1.946125356,4.489837442,-6.263787604,4.223476466,0.849851599,4.226828646,3.733745927,3.932847333,1.48257641,1.779563767,1.191978856,2.238374256,3.066549028,-4.90370879,-0.38713163,1.781424805,2.851580036,2.031496888,1.133066196,2.293018146,3.938630803,1.672369249,2.832582798,3.154636079,2.795545089,-0.313492897,2.198284786,-4.861209574,2.680244608,0.704073468,0.612455218,3.767130607,1.658163944,5.913613682,5.054829333,-0.776957349,1.527069379,-4.121175212
hsa-miR-487b-3p,5.331771011,6.895997662,8.086224163,8.23472796,8.609425163,8.130733853,8.877016281,7.582382303,7.491367919,8.933078969,7.637782118,7.786202697,7.914996558,6.748505103,7.6955964,6.94883703,5.683745155,6.9367497,7.161155367,-4.577468404,-6.666393821,-7.36628225,0.533029242,-6.140680144,0.051503007,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-1.114257596,-7.36628225,-6.666393821,0.533029242,-6.140680144,0.051503007,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-3.613400118,-2.189415144,2.223097338,-1.911691111,-1.157650597,-5.772826702,-5.62340605,-0.764323602,1.030113833,-5.146660321,0.61092423,-1.368461905,0.993155453,1.028528061,0.570631392,-1.869196695,0.578061507,-5.207568436,-5.08815361,-1.730109351,1.572834958,-0.475978817,-2.031016025,0.679540131,1.404337236,-0.958651279,0.119069884,-1.355793403,-2.122901261,-1.610341103,-1.244517431,-5.565013682,-4.905077023,0.714011372,1.182484062,0.051503007,-5.599474806,-5.2660281,0.604074002,-0.274131108,1.30116366,0.31241289,-4.877502863,-5.968647646,0.224845419,-5.389133214,-0.334834654,1.362418992,-5.783226697,-6.685467692,0.682208864,-2.153856642,0.849851599,-2.079573174,0.802529372,2.684690821,-5.387185222,2.89431969,-5.711021325,-5.447253717,-0.255061286,0.741594881,-5.528368047,-1.061224114,-5.218825082,-0.225390972,4.013570687,1.421439077,-5.989391966,-0.370774043,-5.670021791,-4.851394118,1.062707429,0.5514465,-4.906221424,-0.43642194,1.325159184,0.161747676,-1.506826042,-5.692749706,-5.18859945,1.517426128,-6.10961908,-0.776957349,1.527069379,-4.121175212
hsa-miR-629-5p,-6.389641911,1.694416018,0.415151841,1.338592772,-3.045396051,0.704832195,-0.939082466,2.217808611,1.486804971,-0.706202967,0.984198732,2.833195573,0.124287647,4.890898305,6.392320457,3.928491856,3.324563866,5.870272056,4.914493857,6.463693348,9.496839989,10.04856755,6.890448733,7.270221759,7.23569487,8.715921974,7.715767053,9.319612857,6.322469665,9.530791654,5.897042103,10.04856755,9.496839989,6.890448733,7.270221759,7.23569487,3.152404933,-3.421794909,1.132395228,-0.177288586,3.039828453,-3.701150267,-3.138088086,0.295846169,-3.309159003,-3.357584089,0.120594671,-3.434941667,-3.096665973,-3.38034997,-1.054462433,1.57430919,1.365080665,0.332700052,0.084116305,-3.337143729,0.482273433,1.866895286,-4.272594363,-3.409977493,0.605403352,-0.750685728,-0.16018736,9.334669501,9.418681729,9.401985146,8.144681893,7.220228018,5.672560538,7.487821883,6.110192846,7.111633474,5.561108376,5.872768138,5.970750234,6.917168874,4.388320502,6.779097251,6.025387078,5.700936475,7.08369101,6.923389864,4.151932246,5.404695021,4.501561716,4.49243474,8.630634515,7.141747025,5.613742353,7.585893203,6.369755072,5.573987336,7.494925747,6.137134616,7.947970226,5.968765469,6.880343704,6.280352052,5.860945881,6.043098939,6.057299648,6.120957059,5.682775461,6.41018988,5.10085437,6.407747968,6.984753639,4.614496672,5.559021707,6.255176465,7.196945507,6.911219211,8.03927362,6.533317978,7.588055568,5.965830085,6.499532685,5.921221395,6.85155204,6.777668361,5.894282189,6.347300288,3.650991343,5.355582071,4.78670897,6.110217896,7.101120071,5.595559497,6.394988153,6.606772508,5.874545775,6.144561537,6.21973988,6.357447593,4.579169228,5.331455401,4.428002298,5.618608936,6.031225246,3.460804462,3.328400462,5.131299573,6.065917769,5.733942083,6.536326906,5.89209789,5.487687936,6.447323312,4.352359115,5.725788166,8.329843011
hsa-miR-124-3p,-6.389641911,-7.143856522,-0.96059464,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-0.134430673,-3.046371242,-7.119104501,-7.452806173,-2.59571565,-6.731698775,-7.62215453,-7.436378297,-4.577468404,2.71182463,4.043483252,-5.627212417,1.854197548,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,4.043483252,2.71182463,-5.627212417,1.854197548,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,7.103588036,6.433757591,5.114381482,6.466625823,4.291309021,6.103832836,6.39934151,6.459113347,5.087995488,5.993374702,4.691621536,6.140825671,6.202853578,5.52705714,5.029064835,6.522389145,5.441705769,5.914362907,4.761048685,4.871143939,6.815321361,6.016646084,4.798998739,7.711309142,6.986534206,5.700697863,7.248250548,3.455798699,6.079555521,6.371290152,5.463863826,5.60124061,5.150700344,7.113828287,5.290812034,5.691541589,5.735254358,6.036461702,3.360722389,6.732845388,4.686977947,1.597154079,4.605451154,4.95658173,5.747403872,4.926387736,4.822083912,4.103338456,5.103764489,6.279613448,6.262036489,4.645657253,4.550941933,4.351182329,4.066550792,4.754806085,4.672582305,5.460951572,4.54467328,3.518149591,5.66312305,4.303959091,5.544480858,4.250187844,4.24403814,5.017707838,4.434870729,4.854627668,4.579169228,6.641667777,4.823009363,3.505295483,6.78742795,3.904006216,3.328400462,5.396838866,3.587248345,4.851046604,5.525231121,5.198080299,4.902728728,5.49884011,4.250187844,5.362853495,2.857642113
hsa-miR-1180-3p,-6.389641911,4.954700998,2.270860361,0.809138986,-1.748037011,0.704832195,-0.575226509,4.164659929,2.176472606,2.12871417,4.866644544,1.156290042,-0.163649239,0.169895203,0.38121548,-0.741056818,-2.283007377,4.431104431,1.876575063,3.723571944,-6.666393821,-7.36628225,3.030496389,-6.140680144,-6.138722271,9.103602209,9.626571228,9.757290469,8.615915255,10.06516856,9.962084701,-7.36628225,-6.666393821,3.030496389,-6.140680144,-6.138722271,5.280598337,-3.421794909,4.108551703,3.242210459,3.51923947,-3.701150267,-3.138088086,2.89516372,-3.309159003,2.529280152,-3.331743679,2.038488707,-3.096665973,0.075433925,3.879030825,5.539679312,5.482520717,4.148569658,2.41857944,-3.337143729,2.780245484,4.419063182,3.218668232,2.059957071,4.250431252,2.743170688,0.700315877,8.267397199,8.884079976,8.696606055,0.63555124,0.395332443,1.647899449,1.281180481,0.397451246,-5.62340605,2.205484434,1.853077187,2.494914132,-0.612713886,-0.475947444,2.570092963,-0.735773637,0.570631392,0.271458331,0.924384535,1.641473125,2.041929969,1.583308848,-4.905175894,3.463388326,-0.434561081,-2.347963731,0.756534215,3.051637006,1.918942039,2.925868173,0.697084865,1.05062717,2.018168652,0.590599046,-0.477932831,1.104289935,-0.016675746,-0.978880643,2.328080274,0.864627287,1.336779222,-5.409560666,-2.042988879,-5.370705048,0.765402701,2.578903506,-0.649456273,0.75232712,0.53071435,0.284468714,1.126416302,1.12711325,0.332771214,1.87435771,1.378462962,-6.534501246,0.802529372,2.437132256,-0.939043834,0.294904198,-0.562183406,0.241119188,1.480569514,0.741594881,-5.528368047,-0.028373998,-1.676425107,-5.940511966,1.952549432,0.093432935,-5.989391966,1.940859752,1.229077936,2.506762425,1.062707429,1.478199521,-4.906221424,-1.327982566,-5.184883619,-4.944947103,2.796938982,1.208523609,0.480917368,-0.310936798,0.478672982,-5.218825082,0.204491923,-4.121175212
