miRNA,DRR041393,DRR041530,DRR041578,DRR041592,DRR041620,SRR4027315,SRR4027317,SRR4027318,SRR4027319,SRR4027326,SRR4027328,SRR4027329,SRR4027372,SRR4027373,SRR4027392,SRR4027395,SRR4027396,SRR4027397,SRR4027398,SRR4027422,SRR4027423,SRR4027424,SRR4027425,SRR4027426,SRR4027428,SRR4027430,SRR4027431,SRR4027439,SRR4027440,SRR4027441,SRR4027442,SRR4027443,SRR4027452,SRR4027453,SRR4027454,SRR4027455,SRR4027456,SRR10984944,SRR1955560,SRR1955561,SRR1955562,SRR1955564,SRR1955565,SRR1955566,SRR1955567,SRR1955568,SRR1955569,SRR1955570,SRR1955571,SRR1955572,SRR1955573,SRR1955574,SRR1955575,SRR1955576,SRR1955577,SRR1955578,SRR1955579,SRR1955580,SRR6372855,SRR6372856,SRR6372857,SRR2034272,SRR2034273,SRR2034274,SRR2034275,SRR2034276,SRR2034277,SRR9690843,SRR9690845,SRR9690847,SRR9690849,SRR9690851,SRR9690853,SRR7811937,SRR7811938,SRR1203788,SRR1203789,SRR1203790,SRR1203791,SRR1203792,SRR1203793,SRR1203794,SRR1203795,SRR1203796,SRR1203797,SRR1203798,SRR1203799,SRR2042767,SRR2042771,SRR2042773,SRR2042774,SRR493008,SRR493009,SRR493010,SRR493012,SRR493014,SRR5239182,SRR5239185,SRR5833890,SRR1995349,SRR1636960,SRR1636961,SRR1636962,SRR1636963,SRR1636964,SRR1636965,SRR1636966,SRR1636967,SRR1636968,SRR1636969,SRR1636970,DRR041636,SRR5239186,SRR5239187,SRR5239188,SRR6372849,SRR6372850,SRR6372851,SRR7811923,SRR7811924,SRR7811927,SRR7811928,SRR7811929,SRR7811930,SRR7811931,SRR7811932,SRR7811933,SRR7811934,SRR7811935,SRR7811936,SRR9916729,SRR9916730,SRR7811941,SRR7811942,SRR1636959,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1988280,SRR1988281,SRR1988282,SRR7811925,SRR7811926,SRR10996970,SRR10996971,SRR10996972,SRR10996973,SRR10996978,SRR10996979,SRR2770451,SRR2770455,SRR4175383,SRR4175384,SRR4175385,SRR4175386,SRR4175387,SRR4175388,SRR5833892,SRR5833893,SRR5833894,SRR5833895,SRR976113,SRR976114,SRR4027337,SRR4027340,SRR4027341,SRR4027342,SRR4027451,SRR4027320,SRR4027343,SRR4027344,SRR4027346,SRR4027347,SRR4027348,SRR4027350,SRR4027351,SRR4027352,SRR4027353,SRR4027354,SRR4027355,SRR4027356,SRR4027357,SRR4027358,SRR4027359,SRR4027432,SRR4027433,SRR4027434,SRR4027435,SRR4027436,SRR4027437,SRR5289314,SRR5289315,SRR5289316,SRR5289317,SRR5289318,SRR5289319,SRR5289320,SRR5289321,SRR5289322,SRR5289323,SRR5289324,SRR5289325,SRR5289326,SRR5289327,SRR5289328,SRR5289329,SRR5289346,SRR5289347,SRR5289348,SRR5289349,SRR5289350,SRR5289351,SRR5289352,SRR5289353,SRR5289354,SRR5289355,SRR5289356,SRR5289357,SRR5289358,SRR5289359,SRR5289360,SRR5289361,SRR4027330,SRR4027331,SRR4027332,SRR4027335,SRR4027336,SRR4027399,SRR4027400,SRR4027401,SRR4027402,SRR4027403,SRR4027404,SRR4027406,SRR4027407,SRR4027408,SRR4027411,SRR4027412,SRR4027413,SRR4027414,SRR4027415,SRR4027417,SRR4027418,SRR4027419,SRR4027421,SRR4027446,SRR4027447,SRR4027448,SRR4027450,SRR4027333,SRR4027334,SRR4027366,SRR4027367,SRR4027368,SRR4027369,SRR4027370,SRR4027374,SRR4027375,SRR4027376,SRR4027377,SRR4027378,SRR4027379,SRR4027380,SRR4027381,SRR4027383,SRR4027409,SRR4027410,SRR4027444,SRR4027445,SRR4027321,SRR4027322,SRR4027323,SRR4027324,SRR4027325,SRR4027361,SRR4027362,SRR4027363,SRR4027364,SRR4027365,SRR4027384,SRR4027385,SRR4027386,SRR4027387,SRR4027388,SRR4027389,SRR4027391,SRR4027457,SRR4027459,SRR4027461,SRR4027463,SRR4027465,SRR4027466,SRR4027468,SRR4027469,SRR4027470,DRR041504,DRR041616,SRR5127232,ERR792994,ERR792995,ERR792996,ERR792997,ERR792998,ERR792999,ERR793000,ERR793001,ERR793002,ERR793003,ERR793004,ERR793005,ERR793006,ERR793007,ERR793008,ERR793009,ERR793010,ERR793011,ERR793012,ERR793013,ERR793014,ERR793015,ERR793016,ERR793017,ERR793018,ERR793019,ERR793020,ERR793021,ERR793022,ERR793023,SRR7439004,SRR7439005,SRR7439006,SRR7439007,DRR041389,DRR041552,DRR041617,DRR041360,DRR041411,DRR041382,DRR041526,DRR041591,SRR851712,SRR851714,SRR851715,DRR041403,DRR041573,DRR041440,DRR041426,DRR041446,DRR041460,DRR041486,DRR041498,DRR041545,SRR851713,SRR7811939,SRR7811940,SRR6372852,SRR6372853,SRR6372854,SRR5833897,SRR5833898,SRR5833899,SRR5833900,SRR7815407,SRR7815408,SRR7815409,SRR7815410,SRR7815411,SRR7815412,DRR041609,SRR3129047,SRR5479160,SRR5479161,SRR5479162,SRR5479163,SRR5479164,SRR5479165,DRR041355,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041511,DRR041517,DRR041527,DRR041536,DRR041554,DRR041575,SRR1044598,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR11688247,SRR11688248,SRR11688249,SRR11688250,SRR11688251,SRR11688252,SRR10984945,SRR10984946,SRR10984947,SRR10984948,SRR10984949,SRR10984950,SRR10984951,SRR10984952,SRR10984953,SRR10984954,SRR10984955,SRR1988307,SRR1988308,SRR1988309,SRR1988310,SRR1988311,SRR1988312,SRR1988287,SRR1988288,SRR1988289,SRR1988290
hsa-let-7a-3p,6.830302865,6.551014973,5.854956375,2.924584375,4.655738842,-7.234845254,-10.90761559,-2.899363552,-8.269030401,-7.107966107,-3.400132946,1.133119485,-2.390012028,-2.887517653,0.36233704,-5.571414711,-5.530951479,-8.554056871,-0.52087153,-3.026829993,-8.092512889,-5.29793478,-4.596737765,-0.809744645,-7.991452651,-3.305494676,-5.61392385,-3.341674251,-5.194643223,-8.794562423,-2.027116914,-10.58319736,-6.080272132,-7.587973953,-4.552945865,-3.738362103,-2.432688961,8.634694618,6.967861777,4.828791488,6.266978341,6.809052382,7.756194452,7.057036779,6.589154975,8.163335826,6.943748329,6.853129565,3.277680232,6.559935359,6.351984141,6.841462394,6.841327794,6.158265878,7.535306078,7.097190572,7.867737454,6.987780137,0.548157261,2.598712032,3.965593269,5.932567654,2.248213427,7.453129691,5.667968202,6.702831834,7.081847327,9.75501602,9.349625084,9.179496639,9.585152633,9.725957648,9.651644511,-11.31253655,-11.76223485,-2.973090772,-12.37667376,-12.87890909,-12.67048268,1.366437174,-1.561775175,-3.232622074,-9.290618505,-7.843946688,-9.018082469,-3.337737496,-4.288597883,-7.516171394,-4.718727034,-8.038225522,-8.036761057,-3.971228828,-8.851989895,-11.41313103,-1.406519044,-11.57900642,-7.068207612,-6.085362102,2.171887176,2.516437119,5.149745271,5.830160647,2.733171028,0.71091394,-0.542083819,-2.671421061,-5.935838453,-5.994751985,-2.507025224,-0.0288044,-3.17198497,-4.6795117,-7.351331593,-6.616619808,-7.133801998,2.36049883,1.832378232,0.0819736,-2.256576845,-4.182195382,-3.065247478,-2.164624826,-1.775967527,-1.663624158,-1.362571947,-3.475057185,-0.192116338,0.069858442,-1.485839192,-1.369737709,-9.759336867,-5.772451874,-6.734487352,-7.719586642,3.671884445,0.468541018,-6.523421475,1.103476751,-5.307651214,-1.197484768,-10.33779463,-10.0098322,-6.892148614,-4.976087022,-6.680357582,-8.899231884,-8.331206267,-8.017447266,-7.900762853,-8.365001328,-8.226423632,-5.634006844,-4.894389896,-6.042369422,-6.313804085,-1.274520681,-6.281884154,-5.574046101,-6.042369422,2.131996923,2.969675729,2.488293848,7.192937786,-3.35306904,-8.869453927,-0.541642019,-9.374674688,-11.48858017,-8.035062712,-9.492813649,-2.655398175,-5.093832126,-5.538299949,-8.812036663,-9.102651425,-0.477015687,-8.998136273,-2.961624945,-10.26552158,-1.095031202,-7.940679922,-2.182249293,-3.599428242,-4.894952639,-11.21910998,-5.205997241,-1.542790254,-5.82447065,-6.600439444,-8.204325537,-9.676360693,-9.456898288,-2.454188995,-3.104467266,-2.434220397,-4.114997358,-0.320610486,-2.00998751,-0.422545656,-0.575866515,-9.180650112,-4.17764274,-1.566897748,-1.702848602,-3.075346657,-2.869516367,-0.947070961,-1.836324589,-5.344836927,-6.241225245,-10.23483182,-4.85373339,-9.706049767,-4.792344812,-9.819699869,-9.539572846,-5.666287375,-3.491012253,-9.727134315,-9.569323524,-10.68658735,-4.140517503,-4.079624877,-5.024618601,-4.451311198,-7.202874666,-2.402294821,-1.798480443,1.976541984,-2.242993533,-4.218825008,-7.630790048,-7.561423611,-2.387700388,-2.301286715,-9.66364908,-10.87968017,-9.549793156,-1.402335021,-8.38105722,-2.763723637,-2.112772647,-9.541696256,-2.917262376,-9.252018926,-5.533174191,-7.6742807,-10.31633917,-1.394950938,-2.599281294,2.576576818,-1.83238654,-8.314084297,-2.301558675,-6.417163202,-2.643468508,-11.61836486,-6.522296155,-5.029954714,-3.298603333,-10.62519516,-10.08296332,-2.602321176,-4.23213321,-9.486592633,-10.42773829,-7.80690176,-7.927045948,-4.307890755,-2.87834668,-4.830175152,-2.921612701,-2.331553221,-1.212222319,1.692355187,-5.662110328,0.198324389,-9.473830996,-3.769110003,-10.43720244,-2.334601257,1.486296761,-1.737818161,-3.325063053,-2.429538656,-1.779890363,-4.426799997,-9.843599384,-2.145522694,-7.65653069,-8.166534612,-1.896262027,-0.49938701,-0.971412232,-7.810420599,-1.290943298,-2.044845358,5.320380738,3.385871483,0.574342708,10.7169427,10.92359604,10.67728568,11.08308179,7.098329168,9.027863263,10.36787457,10.23183704,10.81305318,10.06878366,10.04601508,9.968110021,8.186470477,11.2160865,9.177385439,8.681707869,10.98648865,10.77493972,8.968463135,10.34983364,9.681748781,10.22515304,9.290548325,8.983403014,10.66611826,10.97076919,10.32019103,11.14783396,11.71652929,11.10932119,8.82199875,8.854264475,9.186056758,8.813792616,5.15522624,-4.602925263,4.623609458,9.050573079,8.090584843,6.154937628,5.533412289,-5.240011142,2.308518395,9.36968611,8.204333221,7.262220377,-6.010904204,-5.46951279,7.609904931,4.16462796,6.316142444,7.656342296,7.563637019,1.622394866,-4.851815805,-8.085772665,-12.36788431,-8.261519652,-1.816302467,-1.702015585,-11.67520591,-9.215637821,-11.9107423,-10.90999796,-11.7793719,-11.58197815,-10.94794043,-11.4015059,-11.51902772,-10.92115911,0.029993113,-7.390876528,8.133471751,8.16482308,8.088724105,6.940485609,6.864437442,7.457802086,4.500747769,7.374030017,6.831346962,8.307002464,7.701425673,8.074313803,7.821628232,7.937525127,5.72440084,5.352452426,4.464890747,4.711685716,-4.550064667,1.750317668,-3.407287268,-3.170768821,-0.168819566,1.141115953,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-0.130684275,1.582325361,3.111724077,-0.343509579,-4.304929701,1.004004759,-3.865516488,1.913155997,1.322760673,0.08916508,-4.451063187,-0.735488341,-3.613763837,5.249482323,5.533212631,4.902181991,9.243950096,8.733995528,9.137538526,8.740284785,8.881644357,9.069748089,8.321299181,6.65680803,8.022290502,8.30043809,8.312517729,7.756529744,7.561980961,6.464507483,6.564038882,5.620654855,4.04008884,-10.77667543,-6.405883645,-9.656529096,-5.075274515,-10.59094887,-4.747673942,-2.640817138,-0.41586582,1.103884927,-9.504461167
hsa-let-7a-5p/7c-5p,16.9714161,17.78269474,17.4838445,17.01032971,17.82589673,8.506362098,4.282939253,10.25643382,7.778062526,9.3624602,8.951858677,12.80700343,10.71858275,6.87789477,10.6939498,7.35533752,9.117881451,7.337763501,10.39115036,9.20859282,7.657846764,4.532755511,7.742035311,10.16881767,6.494090666,7.430543568,9.624398995,9.261892225,9.002591399,4.094944709,6.575796578,6.556602129,8.50613003,6.979708323,8.264140279,6.292086114,9.074078161,18.2750579,16.87964129,15.73015853,17.10065125,17.29195841,16.97058378,17.13493489,16.77992209,18.01387684,17.19866958,17.22343447,15.14257822,17.40845836,16.7781431,17.05626288,17.04295309,16.71365527,17.33654974,17.01963521,17.25234378,17.28524163,10.49953674,11.86998637,11.6124894,18.04661801,17.51024029,18.25705778,18.88783834,18.8916594,18.82161225,16.85064627,16.56113904,16.6560623,16.66656752,16.70089245,16.66513862,5.563126326,4.936909418,9.07434537,2.346196593,4.765597196,4.550628101,13.13130028,12.23181518,9.196155551,4.433874447,6.5729119,5.839866485,10.46697067,11.96058097,7.742547561,7.720731583,7.652024038,7.65306573,11.54744538,10.1972035,6.98671067,11.25576398,8.081644924,7.191315527,7.619580637,9.952961799,10.28330801,17.05826695,17.18427342,15.10897577,15.07241795,14.91028431,11.84344985,9.380924877,9.808058888,11.68071514,11.31112297,10.35755966,9.623876291,10.51739659,10.53855687,10.81486495,9.150768873,9.348535533,9.052738542,10.53655695,10.37750229,10.43362499,11.16268423,11.12000425,11.00729078,11.11664236,10.22714721,10.6994471,11.02959428,10.27369053,10.63937307,10.86395223,10.00981685,8.625289424,8.38289562,16.92073886,18.23049736,18.71454455,18.99200157,16.77961406,18.31412157,6.93475057,7.274023318,6.354801185,6.110786926,7.18338503,9.035241757,9.738547744,8.815136032,10.51081399,9.887517618,10.21879181,8.467093805,7.813235281,10.53222995,10.40446341,10.84414102,11.10173442,10.28242195,10.76859066,10.13301841,10.57206295,9.980323583,13.70162894,18.5273368,16.46278224,12.85470804,5.128291471,5.600218326,9.25541014,6.759348293,9.748660127,7.02011589,10.03073369,6.434298684,9.609167557,12.09585864,7.8147634,10.28274715,3.538552137,7.567404883,9.700478612,12.18312743,9.561106155,7.40170273,4.795543908,6.969167574,9.072391564,7.605371509,8.421684142,7.222401227,4.098093948,6.305420944,8.775749417,9.127911367,8.899735888,8.998880697,10.50194094,10.49992347,10.45727843,10.62328899,9.165025698,9.365901711,9.299445251,9.410338232,9.420959073,9.413125749,9.32579248,9.430050696,8.019405497,8.226040721,8.078416742,8.070716908,8.079533041,8.178388636,8.116353844,8.291008881,8.47306653,8.584285821,8.552638623,8.445679191,9.275175011,9.437544733,9.341503464,9.540946968,12.22607088,9.945015976,10.50518521,10.48488628,13.40599765,8.699665609,6.189544863,4.487268702,6.779186837,9.003895364,8.641104269,5.923859867,4.356608118,7.213537888,9.728943274,5.857680857,7.469746653,9.641237539,4.910185641,7.837214132,7.927251097,8.785327822,7.07805702,7.869682955,9.938740593,10.56861637,11.70515657,9.437231595,9.360955383,9.369067558,6.932360395,10.61671158,3.477137579,6.442388212,7.795672795,7.577901588,10.39317183,5.484384018,8.601293323,6.160989557,9.501368152,3.70705804,7.41495546,9.342128513,10.507362,8.547101876,8.269878827,10.18837959,11.51431543,11.34254766,13.33318376,10.21496413,10.44002187,7.728611671,9.810737572,4.63713222,8.026508761,11.09157594,9.168198564,10.21039423,8.646862353,7.824036762,8.840838623,5.246552467,8.59027376,8.701109858,6.035847357,6.73116101,7.803069522,9.976039013,6.387831165,9.171845655,10.99607368,15.19857536,15.70982781,18.46230331,16.96470054,16.28917107,18.07663883,17.52683785,14.5044613,16.98347723,17.00396793,17.50187599,17.21316787,16.66887889,16.71381575,16.62541774,16.97242225,18.34926801,17.44473278,16.51394902,17.42017635,17.35068432,16.8290212,16.67165025,17.38217999,16.64944595,17.12685506,16.58086897,16.84081451,18.33801294,16.70408186,18.29978976,18.60806232,18.51861246,15.70441149,15.27555637,16.4003419,16.46675918,15.00066916,14.06280531,16.11366314,17.20022955,16.2335566,15.27806431,15.19316538,15.60253001,14.0926467,16.65937604,16.69302541,15.77544606,15.25878402,15.06411582,16.33656565,14.57272882,16.05497507,16.55669937,16.75730869,15.01243657,11.46735387,7.580669442,7.479074032,10.15746361,8.559395373,8.660313401,7.815075748,7.318449802,5.613522532,5.280571157,4.484004095,5.546458454,4.416311491,4.240211823,8.091077998,8.402753808,16.28282174,9.199400043,16.74607312,16.66753184,17.27161356,17.0174075,18.19335539,16.81832209,14.86107915,17.16145702,15.99422276,16.83831147,16.15550648,16.78196322,15.8773318,16.9506279,15.9513532,17.38866141,17.27635654,16.8544088,16.60675116,14.50641701,12.25189321,13.38470435,13.42792604,13.56162155,13.63371421,13.21411854,14.36903182,12.80600877,13.20279319,13.32577224,13.52726568,13.30672109,13.49692087,14.73393333,14.72244496,14.38310841,14.22682429,13.92486211,12.7441401,14.08165179,15.04944875,14.8495069,14.12155349,15.22518724,14.39592063,13.76461992,17.12118174,17.50504767,17.53459509,14.90029268,15.19344736,15.23544509,15.40081625,15.63371681,15.98846564,18.73893802,18.67528048,18.93670177,19.14465197,19.65033435,18.86658139,19.72419507,18.8935483,19.42499227,19.47860154,18.63138027,10.01602037,8.779338901,9.551571581,10.08899195,9.453240596,9.318061084,10.26622559,10.31372862,12.3881885,10.21261684
hsa-let-7b-3p,-7.155541853,8.593474674,7.839974453,3.948124705,-7.430910217,-7.234845254,-10.90761559,-10.32431614,-8.269030401,-13.08004802,-11.14120759,-4.793006734,-10.7693124,-7.942515804,-8.294386293,-8.813658568,-12.93380146,-8.554056871,-11.36797318,-7.421388448,-8.092512889,-9.32649422,-8.774094128,-8.959913574,-7.991452651,-8.793701689,-12.81449323,-10.05394942,-12.44042793,-11.98571909,-8.135437277,-10.58319736,-12.49127494,-7.587973953,-7.337404222,-8.054330915,-9.140240234,-10.94079564,8.530874292,6.952397037,8.34949883,8.872777851,9.366504377,8.937206904,8.498360846,10.11028868,8.354267462,8.506218686,5.890319495,8.600235763,7.857086501,8.937441606,9.026788071,8.439850738,9.483452059,9.166231006,9.825809544,9.245865544,-7.742641895,-9.515572216,-8.578795,6.990987778,4.894689638,7.566641236,8.273100737,8.469717293,8.102523034,7.659468071,7.488953332,7.541333371,7.680426675,7.42658637,7.596940466,-11.31253655,-11.76223485,-12.65635642,-12.37667376,-12.87890909,-12.67048268,-12.78366509,-11.85177209,-12.84938638,-12.87972112,-12.53349859,-12.33295229,-12.6600051,-11.91025739,-7.516171394,-8.095105579,-8.038225522,-8.036761057,-9.989436711,-8.851989895,-11.41313103,-8.290172037,-11.57900642,-7.068207612,-6.085362102,-10.13761937,-10.21604807,3.265267777,-8.150857807,-10.26558006,-3.012113788,-10.13165918,-11.19789705,-5.935838453,-5.994751985,-10.73530451,-11.77411282,-11.30044907,-4.6795117,-7.351331593,-6.616619808,-7.133801998,-9.300516878,-9.597176426,-9.128661867,-12.22968132,-11.44709964,-12.05462248,-11.27863502,-12.05947627,-11.95638003,-9.017299923,-11.67573581,-12.95171951,-12.68634531,-12.65264304,-12.30107473,-9.759336867,-11.76745257,-12.19186101,-12.37449194,-7.939974581,1.653816392,-6.523421475,3.702959378,-5.307651214,-1.773491623,-10.33779463,-10.0098322,-10.47028143,-12.06486215,-12.05461196,-8.899231884,-8.331206267,-8.017447266,-7.900762853,-8.365001328,-8.226423632,-5.634006844,-4.894389896,-6.042369422,-6.313804085,-6.434921085,-6.281884154,-5.574046101,-6.042369422,-2.9320471,-1.930928689,-1.153119131,3.972163014,-10.61099313,-12.91138658,-12.06648085,-9.374674688,-11.48858017,-12.06361416,-9.492813649,-7.078307044,-10.11937139,-12.40984872,-8.812036663,-9.102651425,-11.30879601,-8.998136273,-11.09815407,-10.26552158,-8.307442311,-7.940679922,-11.0056299,-10.42664532,-11.58524022,-11.21910998,-10.77991776,-9.987107144,-11.13652521,-10.27191789,-11.30928579,-9.676360693,-9.456898288,-9.157068254,-8.629585397,-9.141440208,-8.967886138,-8.120430076,-8.120430076,-8.212862908,-8.108909375,-9.180650112,-9.017304184,-9.18087017,-9.069692992,-9.008615003,-8.844197311,-9.072475784,-8.933346153,-10.28706871,-10.02116739,-10.23483182,-10.29050418,-9.706049767,-9.4874748,-9.819699869,-9.539572846,-9.604199785,-9.330233619,-9.727134315,-9.569323524,-10.68658735,-10.35611221,-10.53394274,-10.40128811,-12.35107434,-7.202874666,-8.03183947,-10.39955207,-11.49825869,-8.322546154,-7.655077127,-10.38892774,-7.561423611,-11.33261504,-10.36977096,-9.66364908,-10.87968017,-9.549793156,-7.957142119,-8.38105722,-7.833091132,-8.885103208,-9.541696256,-7.968645546,-9.252018926,-8.782296809,-7.6742807,-10.31633917,-9.043485004,-10.42832818,-8.326522039,-10.62399875,-8.314084297,-10.90659688,-11.45642741,-12.24866951,-11.61836486,-11.29089759,-9.119105115,-7.666969598,-10.62519516,-10.08296332,-10.28625038,-7.666969598,-9.486592633,-10.42773829,-7.80690176,-11.51395424,-11.6053393,-9.48091914,-9.515548226,-10.75638053,-11.8154452,-12.8699875,-3.208527716,-12.76188543,-8.443448289,-9.473830996,-12.13168364,-10.43720244,-9.942988913,-8.240469366,-8.253985803,-8.320490004,-8.055738182,-9.540716906,-10.92581765,-9.843599384,-9.809019889,-7.65653069,-8.166534612,-8.020197382,-7.767944582,-7.561909052,-7.810420599,-8.188623439,-10.75436062,5.593851266,-7.629612767,-2.049496748,8.343037233,9.089063723,8.979269467,10.19162938,5.743662269,7.060171999,9.913035953,8.23795267,8.629931758,9.378978904,9.245196577,8.976996825,-6.434921085,10.92950859,9.531146902,10.44455321,9.292268449,8.502390644,10.5112919,9.197735699,8.818786981,8.309099785,9.148706837,6.840418696,8.75673008,11.04968395,9.165476547,10.75481431,10.82449356,10.22146191,1.687481321,2.086900978,0.568304747,0.334966022,6.597623128,-4.602925263,7.242934942,8.918672586,-7.390277465,7.015153745,6.520827309,3.376164253,4.142376507,9.083370499,6.924570919,6.685597927,3.295362131,-5.46951279,-8.239510647,-7.036891412,5.187475935,7.902973607,8.491873603,4.314719424,-4.851815805,-12.62599336,-12.36788431,-8.261519652,-9.899743133,-10.88112592,-11.67520591,-9.215637821,-11.9107423,-10.90999796,-11.7793719,-11.58197815,-10.94794043,-11.4015059,-11.51902772,-10.92115911,-6.168581597,-7.390876528,8.274953709,-12.29715414,-11.03870426,8.425798629,-9.423128172,8.642305307,-6.391505805,8.50306542,-7.680499939,-7.443140999,7.616608767,-7.544586872,7.503589591,-7.322677567,7.767797356,-7.465258912,6.133381165,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-0.481200454,1.393798424,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,0.12207161,-3.378771583,-0.927102516,-4.251302282,-3.613763837,5.930336211,5.255223385,5.45989132,7.485171796,6.366890031,6.810029161,6.501999928,6.972139289,7.030405108,-11.99130177,7.902116621,-10.30496295,-8.495865082,-10.42348711,8.038497582,-8.163515055,-7.732636128,-8.047121083,6.5152965,-7.110790219,-10.77667543,-10.95123845,-9.656529096,-10.92555743,-10.59094887,-10.49930652,-9.556705419,-9.272685038,-0.911551994,-9.504461167
