miRNA,DRR041393,DRR041530,DRR041578,DRR041592,DRR041620,DRR041422,DRR041436,DRR041443,DRR041450,DRR041470,SRR3996364,SRR3996365,SRR3996366,SRR3996367,SRR3996368,SRR3996369,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1988291,SRR1988292,SRR1988293,SRR1988294,SRR1988295,SRR1988296,SRR1988297,SRR1988298,SRR1988299,SRR1988300,SRR1988301,SRR1988302,DRR041504,DRR041616,SRR5127209,SRR5127214,SRR5127232,SRR5127234,DRR041368,DRR041534,SRR1988303,SRR1988304,SRR1988305,SRR1988306,SRR3199254,SRR3199255,SRR3199256,SRR3199257,SRR3199258,SRR3199259,SRR3199260,SRR3199261,SRR3199262,SRR5128189,SRR5128190,SRR5128191,SRR5128192,SRR5128193,SRR5128194,SRR5256874,SRR5256875,SRR5256876,SRR5256878,SRR5256879,SRR5256880,SRR5256881,SRR5256882,SRR5256883,SRR5833902,SRR5833903,SRR5833904,SRR5833905,SRR6283108,SRR6283109,SRR7062776,SRR7062777,SRR7062778,SRR7062779,SRR7062780,SRR7062781,SRR8478257,SRR8478258,SRR8478259,DRR041355,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041511,DRR041517,DRR041527,DRR041536,DRR041554,DRR041575,SRR1044598,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR1777161,SRR1777162,SRR1777163,SRR1777164,SRR1777165,SRR1777166,SRR1777167,SRR1777168,SRR1777169
hsa-miR-487a-5p,-2.738222916,-4.295653539,-7.713822301,-6.727163539,-1.737008462,-2.455600507,-6.539434345,-4.072606343,-4.079249497,-8.275175343,-8.302839675,-7.971283265,-8.644361142,-8.299440234,-8.059734319,-8.025182699,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-5.987806718,-10.17019212,-10.27550847,-4.236972523,-10.65555313,-10.78866848,-11.23300081,-11.56399527,-9.911337288,-11.08486431,-10.7908123,-10.72466864,-2.946381502,-7.629612767,-10.99812244,-0.06474177,-7.717284895,-9.813434239,-4.201928206,-1.297314111,-10.90228056,-9.47229548,-10.42365061,-9.075640343,-6.15963648,-11.85279286,-11.49482972,-10.73637423,-11.51315786,-11.04256713,-12.4021911,-11.03429312,-10.33669219,-9.129390821,-3.025816144,-3.68110435,-1.920821115,4.389661867,-2.397864595,-6.791249405,-9.2053765,-7.738992714,4.760162171,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-12.16183203,-11.96520754,-12.07778874,-11.80035556,-0.307556976,-0.750806198,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,-6.287281797,-8.03183947,-8.253985803,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-4.095694009,-7.545968179,-7.322677567,-3.851107959,-3.075003301,-3.663060511,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-3.720255391,-5.13692012,2.821774976,4.074557567,4.759644144,2.149767414,2.553936464,3.388862979,4.526835482
hsa-miR-487b-3p,6.894355548,7.77222657,6.938096915,5.704622208,7.169261054,8.693667394,7.467294447,7.17530353,7.832509077,8.556518272,9.382401963,9.355998127,9.930627348,9.619891557,9.579584659,9.578995206,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,3.59781647,3.558885204,3.454719977,4.13709648,2.373395234,1.983110847,1.971724474,1.314427392,1.693430836,0.551199272,0.864695438,1.170908613,7.590960735,6.935999742,-2.526903773,9.346688109,-1.138795558,2.863827414,8.038950367,8.297858363,1.436916801,2.696070835,1.184594038,2.933044426,3.960489169,-6.527508767,-4.487270669,-2.508800635,-0.489699644,-0.282477784,-1.294502228,-4.926720446,-3.768299303,-3.229348177,-4.340788257,-4.614617706,2.788867544,8.393503762,1.373930292,0.498763759,2.580518301,1.73339275,3.751034999,1.158417024,-0.174821558,-6.408854841,-1.551083055,-1.13498832,-2.023324657,-0.610734675,-0.77865345,-1.806395638,1.63167896,4.042281728,-3.981772143,-1.58950921,-1.154469452,-3.314350257,-3.019846949,-2.913239553,2.814418414,-8.03183947,-8.253985803,5.351182371,8.081057492,8.239223566,8.618481337,8.13341203,8.879718241,7.483992851,8.936456179,7.627662938,7.907172368,6.733976263,7.689780327,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-3.642010766,2.614500469,0.370651535,7.365312402,7.760499357,9.752684097,7.601026701,7.585158775,8.439841739,9.528486698
hsa-miR-488-3p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-1.384163758,-6.539434345,-0.565016758,-1.355843876,1.450170488,6.428352387,6.227702332,6.86180623,6.843069482,7.268207076,6.977854996,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,1.965509474,2.574824023,2.325507534,1.850034822,-10.65555313,-5.648027983,-5.625765123,-4.222227563,2.177796428,1.981526634,1.762400926,1.314913375,-7.347802253,-7.629612767,9.207312498,2.837090329,-7.717284895,6.333726611,-7.639963873,-7.015841152,-0.594345542,-1.68926225,-0.970166969,-0.34976726,-9.068152115,-3.59195466,-5.20806642,5.812789499,6.926710547,4.492498556,6.384472032,8.511603471,8.499668332,-5.043107616,-2.379479016,-8.004604563,-2.80080662,-8.756803041,-11.20122371,0.18233325,3.082084234,2.223858499,3.135467622,2.19763423,2.488389214,-6.408854841,-6.010904204,1.36164858,1.220327297,-0.31307964,0.687308675,0.194594196,1.392263933,3.203491794,-8.263335798,-5.533540402,-3.680264166,-9.195236028,-8.964619742,-7.317370246,-1.539252459,2.046555399,4.810936295,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-5.436360931,-5.13692012,-5.822843252,-7.27479261,-10.87285732,-6.667369898,-2.543320209,-4.318274083,-6.560149516
hsa-miR-488-5p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-4.108420491,-3.013907279,-0.930716004,-7.529768179,0.564477117,-8.302839675,-7.971283265,-8.644361142,-3.300269403,-8.059734319,-8.025182699,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-1.862192954,-2.000509764,-0.511330764,-0.721786046,-8.008631341,-10.78866848,-11.23300081,-11.56399527,-0.774060468,-0.819198716,-1.308087196,-1.442497658,-7.347802253,-7.629612767,6.61876019,-2.992948248,-7.717284895,4.638965271,-7.639963873,-7.015841152,-5.413473581,-3.680526378,-3.904092806,-9.075640343,-7.330871548,-1.432310059,-4.710736841,6.132086992,5.140807264,3.088645637,4.053070953,6.126523782,6.848792519,-5.043107616,-5.647069603,-2.958314245,-2.187018506,-11.63923646,-11.20122371,-0.585747768,2.793973458,0.330133401,0.529739478,1.683879368,0.114962249,-6.408854841,-0.287224391,-0.032898196,0.720977857,0.547284897,1.787621297,-0.345315774,-0.553906167,2.894901824,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,-3.101427069,2.939988809,2.031215037,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-3.817166448,-2.633785601,-6.870133339,-7.807856477,-4.334839381,-3.270284882,-2.543320209,-5.24801456,-3.968253426
hsa-miR-489-3p,-7.155541853,1.74856028,-0.767416377,-1.57338748,-7.430910217,-6.328580221,-6.539434345,-7.523777657,-7.529768179,-8.275175343,-8.302839675,-4.576459241,-5.36613769,-8.299440234,-4.677954655,-8.025182699,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-4.097819177,-2.427845853,-3.083262767,-4.669885102,4.633428698,3.486520558,3.810423207,3.657721689,-2.826655506,-4.427588366,-4.844646853,-3.540727748,-7.347802253,-7.629612767,3.175516907,3.554687825,-7.717284895,-1.683406489,-7.639963873,-7.015841152,-4.103414387,-9.47229548,-4.628056832,-1.710289248,-1.143650022,-3.724433244,-11.49482972,-6.618476444,-1.367340764,-0.831253079,-0.916583121,-5.266004258,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-11.00834674,-11.63923646,1.883163453,1.271182407,4.148653711,4.01397278,5.33024127,3.969727573,2.797330333,-0.20438699,-6.010904204,-2.919014151,-5.213308768,-5.72069367,-12.07778874,-11.80035556,-10.05065709,-8.911020072,4.014123663,3.965828878,4.527978249,4.571258069,5.735250226,5.408537189,-4.3252608,2.350660321,4.30538479,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-3.193355311,-1.968487597,-10.89277283,-7.807856477,-4.984333347,-7.872114646,-4.064518041,-5.992318932,-3.691784443
hsa-miR-490-3p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,0.739159962,-6.539434345,-4.072606343,-0.571338806,-8.275175343,-2.715125632,-7.971283265,-2.196413842,-3.300269403,-1.940980807,-4.63822942,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-3.164640032,-3.51440169,-3.364961063,-2.426097644,-3.685731884,-10.78866848,-11.23300081,-3.536285701,-2.826655506,-1.930901385,-2.105445476,-1.571538299,7.863583747,5.534448173,4.773656075,-1.380065998,-7.717284895,8.314932568,-7.639963873,-7.015841152,-0.771511734,-1.68926225,-2.007798085,-0.010006147,-12.67706056,2.479481675,3.144041757,0.666435958,3.639525897,3.492711411,6.621822178,-2.096629755,-3.459051075,-1.502056053,-5.647069603,-8.004604563,-1.920821115,1.947830184,-2.020950237,5.293699671,8.052721704,7.753859552,8.102552594,7.683569083,6.097560164,2.957171564,5.720976068,5.100301875,7.407232709,6.187719292,5.867733765,3.445157311,-4.494213792,-0.981619203,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,0.139594544,5.091180663,6.032067682,-6.391505805,1.319688444,-4.247287454,-2.332092397,-0.765540983,6.834977577,-7.545968179,2.922925804,-7.322677567,-7.465258912,-0.539184598,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,6.215113728,7.611809008,5.109700567,4.861803882,4.7496122,4.385794834,6.485651302,4.896294995,5.523558129
hsa-miR-490-5p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-7.523777657,-7.529768179,-8.275175343,-8.302839675,-4.576459241,-8.644361142,-8.299440234,-8.059734319,-8.025182699,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-10.32857358,-10.17019212,-10.27550847,-10.16901569,-10.65555313,-6.702000394,-11.23300081,-5.928325815,-9.911337288,-6.154042981,-2.59974504,-10.72466864,-0.058678376,-1.463818124,-6.068029374,-11.94073571,-7.717284895,-0.399501545,-7.639963873,-7.015841152,-10.90228056,-9.47229548,-5.059497408,-2.729266819,-12.67706056,-5.24608068,-3.895554413,-10.73637423,-11.51315786,-3.626923423,-0.55102072,-6.065739149,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-5.59727114,-0.982509773,-5.229767101,3.295847645,5.543470031,4.756009795,5.649678277,4.486923005,2.595837393,0.201227219,1.988526514,0.516479444,-2.217071838,-3.600083763,-3.217795163,-4.199263724,-10.05065709,-8.911020072,-8.263335798,-10.01991026,-6.611527566,-9.195236028,-8.964619742,-10.16284336,-1.830474637,0.643696524,3.979247963,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-3.900331366,-2.443013545,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-0.291972653,1.325145477,-2.957751204,-2.609052864,-2.095047283,-2.312064103,0.536155081,-2.506563801,-3.035575346
hsa-miR-491-5p,-1.443655653,-3.362019989,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-7.523777657,-4.079249497,-8.275175343,-3.304269926,-1.047973462,-2.196413842,-1.085924592,-3.021520868,-4.63822942,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-2.486637429,0.450984153,0.749607547,-0.399319984,0.898817398,-4.277629908,-3.408081323,-3.767532637,-3.103704114,1.239987898,-0.426981037,0.332933446,0.856681419,-7.347802253,-7.629612767,-1.164987351,-1.828676975,-7.717284895,-1.377501121,-2.548157031,-7.015841152,-1.379302393,-1.035003459,0.751265687,0.812325145,-5.510771647,-4.842727305,-0.893393235,-3.820098402,-1.529283909,-0.6633785,-1.214904723,0.002852383,-0.079503371,2.663223897,3.686805936,4.840788025,1.885241198,4.141501736,3.894884106,-2.351326349,0.775823198,-1.583269557,3.349664133,0.183623103,-0.174821558,-1.954719745,-6.010904204,0.255564977,-0.766036851,-0.748504031,-1.69727711,-0.041633418,-3.028368989,1.530309898,3.253695509,2.938251926,3.473846376,2.804959692,3.28895804,2.796159379,1.705615889,4.817303046,5.244840423,-6.391505805,-7.173561921,-2.008911127,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-1.41723786,-3.035532851,-2.891799286,-5.397179431,-5.391659829,-4.984333347,-3.529729221,-4.406456934,-4.750955392,-3.968253426
hsa-miR-493-3p,1.337094628,8.440126266,7.682779046,6.202684877,6.904376611,8.289529623,5.101447664,6.591150053,7.424926565,7.71503254,10.89535483,10.74455874,11.41349154,11.16497597,11.45420281,11.60399013,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-1.52791835,-2.206712197,-2.364389074,-3.854572317,-10.65555313,-10.78866848,-11.23300081,-11.56399527,-3.47587407,-3.703269378,-4.503618324,-2.489397098,7.960889046,7.866757143,-7.311047089,7.838474641,-0.445243254,-6.966798563,8.667349419,8.02825861,-4.103414387,-9.47229548,-3.904092806,-1.434882501,5.762466553,-4.657844132,-4.277936027,-4.411915703,-4.747725835,-4.941484864,-8.412064989,-11.03429312,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-1.560960305,6.181548238,0.50480072,-6.791249405,-1.34511216,-0.468408793,-2.367012352,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-0.420003942,-0.233503494,-0.692426436,-0.000831856,1.392263933,0.755894794,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,4.517510542,-8.03183947,-8.253985803,8.221854883,8.310127893,8.716506997,8.568400291,7.782053048,8.746983589,7.532562076,8.39422609,6.347145283,8.460015116,6.818023699,8.159410071,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,3.627489551,-2.633785601,9.573892685,11.13084557,10.62368561,9.094322896,7.873126771,9.32584859,10.44372496
hsa-miR-493-5p,2.975759436,7.223556866,7.175867381,3.711083733,6.960565245,7.294946776,4.176176503,4.86141895,6.107137981,7.433654302,8.915384721,8.16274858,8.793036996,8.343420661,7.535961281,8.058024141,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,0.203882826,0.593347758,1.332718673,0.513294258,0.789045215,-0.011375578,0.773086794,-0.769164263,-0.492473462,-2.465377023,-1.956980633,-2.489397098,7.240489319,6.460930272,-8.140685137,7.757996268,-4.288558706,-4.124666852,7.691993823,7.433787521,-1.162317911,-0.052039499,-1.231373017,-1.1829336,5.812880088,-4.657844132,-5.487046972,-5.561415378,-5.523585502,-3.221188489,-7.787155978,-8.560932498,-10.33669219,-4.321067439,-4.93104046,-2.958314245,1.649851458,5.825525312,1.2660518,-6.791249405,-3.327507878,-2.073511178,1.683300463,-2.779355791,-7.460244848,-6.408854841,-6.010904204,-7.322677567,0.927775001,0.547284897,0.082713283,1.439768695,2.8317123,1.432841348,-8.263335798,-7.1224632,-10.27954276,-9.195236028,-8.964619742,-10.16284336,4.099576772,2.621077772,-8.253985803,8.292952893,7.765767609,7.9355401,8.43512461,7.899965424,8.5366408,7.915143024,8.016031471,7.246014089,6.963031475,6.224861995,7.193334332,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,2.880231611,-2.891799286,8.706478659,10.85475309,10.53125669,8.327230481,6.620999867,9.198711068,9.867964039
hsa-miR-494-3p,5.04570649,6.057494091,4.663448908,6.040421367,5.63932772,8.803940708,7.113410226,6.836083171,7.44532909,7.811600115,4.512162554,5.084787395,5.179967852,5.026154244,4.727157594,5.774301503,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-2.238186902,-0.994424747,-2.364389074,-1.6242883,-0.198800632,-1.811895291,-1.743968539,-1.802283535,-4.791060979,-6.63335987,-4.844646853,-3.077184517,4.724690408,4.810907073,-7.501511241,8.548729225,-3.35493471,-4.683618606,7.398008081,6.555611622,-3.37923962,-3.680526378,-6.131649464,-9.075640343,10.0167697,-2.157724837,0.073654814,1.103455344,2.706187667,3.088645637,-0.519995273,-6.546686793,-7.557812664,0.749453808,-2.379479016,-1.878675239,5.68992242,8.611458503,4.820663889,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,0.136243697,1.419882423,1.305584245,1.031488995,0.227362429,6.047210457,-8.263335798,-4.947918066,-4.022325991,-5.12764483,-4.834086704,-5.158290751,2.910169137,-8.03183947,-8.253985803,6.998426572,7.765767609,7.24392129,7.791740471,7.527200971,7.608399523,7.182983231,7.05246529,7.092905987,4.627057073,6.591140958,7.428594183,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-3.598794184,-7.036434553,-7.130436837,4.523816756,0.997501673,7.068243081,8.452221233,10.28835271,8.656047762,6.557022625,9.051251788,10.24718659
hsa-miR-495-3p,3.732373394,5.536981776,5.086596609,3.44645194,5.94116271,5.901107268,2.96896758,4.444127433,3.007485764,6.750163863,4.062369787,4.054332328,4.770668632,4.147085292,4.979832088,3.292530828,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-1.52791835,-0.141071156,0.10206945,-1.291587377,0.729272235,0.061763994,-0.687479664,0.173232535,-2.052497484,-2.465377023,-3.411712319,-2.315895206,5.565177397,5.339264445,-8.381057243,7.27902419,-7.717284895,-5.394652445,3.706698871,6.234197116,-2.145251697,-3.680526378,-3.594714864,-1.710289248,5.098517328,-8.042253839,-4.950235504,-4.102613601,-2.50335546,-1.855995002,-5.225892061,-8.560932498,-10.33669219,-1.249737952,-1.610428187,-4.614617706,5.161116938,9.927848668,4.14039411,-6.791249405,-2.895606835,-7.738992714,-3.93659322,-3.868984605,-7.460244848,-6.408854841,-6.010904204,-3.851107959,0.106433984,0.773636143,0.582085003,1.086161926,5.251255708,4.750392232,-1.748563176,-1.408858336,-2.163787577,-1.861290494,-3.019846949,-2.913239553,3.63899128,0.244107275,1.066907158,4.804365044,5.490470689,6.370441124,5.709397924,5.634465491,6.350069681,5.192647683,5.669756555,5.55594222,6.464778581,6.354700903,6.791373909,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,7.069723594,5.965052742,10.51995163,10.906751,12.86365254,10.63806547,11.15100826,11.73926486,12.55251977
hsa-miR-496,0.137057583,2.005656207,0.57791272,-0.111498173,2.403458873,2.342622584,-3.013907279,-2.420185032,-0.571338806,0.564477117,4.827198823,4.146332487,5.348302434,4.411093986,4.659073748,4.790353143,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-4.097819177,-4.238740063,-7.472766018,-3.854572317,2.55678456,2.426944876,1.651617511,1.071845487,-6.087134337,-11.08486431,-5.651595691,-7.276355426,0.947891589,2.09662133,-13.31755809,3.85594546,-7.717284895,-8.570971232,0.857888893,4.469814324,-10.90228056,-9.47229548,-5.554070598,-3.660155669,0.950649692,-11.85279286,-11.49482972,-10.73637423,-7.925629956,-11.04256713,-8.769361932,-11.03429312,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-7.059734476,1.203209064,-11.20122371,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-12.16183203,-11.96520754,-12.07778874,-11.80035556,-10.05065709,-8.911020072,-8.263335798,-7.1224632,-6.611527566,-3.814383419,-4.834086704,-10.16284336,-5.254931559,-8.03183947,-8.253985803,0.883222232,1.119178742,2.687821303,1.583186179,1.317803732,2.409241362,0.529136911,0.754377053,1.36164858,3.92066039,3.737232617,4.447236066,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-12.31351213,-10.14846207,-1.7217485,-1.084493365,2.245261647,-1.374491441,-1.992935553,0.714749707,1.867659147
hsa-miR-497-5p,7.886790914,4.027524917,4.036119132,2.095326796,1.894574842,4.945697495,2.711667189,2.073724028,4.144105346,3.471191483,1.878914907,1.881561651,1.820102273,0.538230728,1.908331912,1.942935117,-6.822130843,-6.523421475,-2.058838646,-5.307651214,-2.486637429,-1.69039139,-1.140041477,-1.964130557,-1.291587377,2.727229,1.912677082,1.888384407,1.536212849,-4.791060979,-3.927255518,-1.550969507,-3.077184517,1.337149151,-3.256925879,4.744247643,1.295420668,0.969210607,-1.120748693,0.857888893,-3.518538018,-2.294146257,-1.237352054,-2.190408578,-2.350624311,0.283522313,-2.895538452,2.596666878,-3.820098402,-2.50335546,-3.626923423,-2.180704132,-0.995227389,-0.276643409,6.830594596,5.567852983,8.018502586,2.832829686,-0.982509773,3.591266449,-6.791249405,-2.17835989,-7.738992714,1.023632538,-1.337201475,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-2.353421038,-11.96520754,-2.3644807,-1.131911795,-10.05065709,-8.911020072,4.772402435,4.452869103,4.847891444,4.450505518,4.387016022,4.617204771,-0.019168872,-8.03183947,0.587329405,8.726286449,7.237574439,7.177718972,8.091783553,6.921834049,7.765381599,6.135851481,7.767797356,6.070940492,3.532941972,2.980811143,3.735059114,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,1.199890248,-7.036434553,-7.130436837,-8.572588158,-10.14846207,-5.822843252,-4.390626745,-4.334839381,-8.381618303,-6.973136599,-7.399988859,-4.115863276
