miRNA,DRR041393,DRR041530,DRR041578,DRR041592,DRR041620,DRR041422,DRR041436,DRR041443,DRR041450,DRR041470,SRR3996364,SRR3996365,SRR3996366,SRR3996367,SRR3996368,SRR3996369,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1988291,SRR1988292,SRR1988293,SRR1988294,SRR1988295,SRR1988296,SRR1988297,SRR1988298,SRR1988299,SRR1988300,SRR1988301,SRR1988302,DRR041504,DRR041616,SRR5127209,SRR5127214,SRR5127232,SRR5127234,DRR041368,DRR041534,SRR1988303,SRR1988304,SRR1988305,SRR1988306,SRR3199254,SRR3199255,SRR3199256,SRR3199257,SRR3199258,SRR3199259,SRR3199260,SRR3199261,SRR3199262,SRR5128189,SRR5128190,SRR5128191,SRR5128192,SRR5128193,SRR5128194,SRR5256874,SRR5256875,SRR5256876,SRR5256878,SRR5256879,SRR5256880,SRR5256881,SRR5256882,SRR5256883,SRR5833902,SRR5833903,SRR5833904,SRR5833905,SRR6283108,SRR6283109,SRR7062776,SRR7062777,SRR7062778,SRR7062779,SRR7062780,SRR7062781,SRR8478257,SRR8478258,SRR8478259,DRR041355,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041511,DRR041517,DRR041527,DRR041536,DRR041554,DRR041575,SRR1044598,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR1777161,SRR1777162,SRR1777163,SRR1777164,SRR1777165,SRR1777166,SRR1777167,SRR1777168,SRR1777169
hsa-miR-16-5p,12.30901867,11.35663777,11.34471688,10.11214845,10.91459529,13.3131535,11.34789615,12.31584513,12.5036228,13.22426968,15.51112875,15.27589475,15.74447366,15.57721899,15.69410402,15.28102091,19.39313463,19.83572743,20.17846423,18.88212247,19.90957324,13.69796422,14.05464401,14.07287982,13.85549996,12.24298493,12.18751724,12.06304984,12.0436862,14.10764354,14.17745371,14.07481129,14.14019854,11.75346335,10.99416202,15.5149365,13.59378561,20.57303066,12.50086277,13.07045574,11.35119249,13.96363354,14.02794132,13.94734715,13.92538758,10.26790781,9.447402354,11.59608316,12.45309098,12.99015842,12.37969659,12.84234455,13.33746687,13.03755038,10.42068373,9.947219511,10.57059099,10.0875755,9.455454138,9.947238038,10.33363927,12.14069702,11.45027229,11.46870716,11.94114635,11.1214192,10.26845179,8.859341342,10.47746932,8.456966464,8.917283711,9.555459031,8.912682614,9.836050917,10.96132617,16.42920402,16.40029665,16.43792412,16.44031168,16.40841617,16.50268461,8.916556068,12.53992132,14.17200757,11.05692774,11.79547501,12.78514093,12.75936156,12.96964868,12.35738177,12.72313762,11.89870646,11.98665145,10.27306668,10.36166425,11.22463124,18.56011057,18.2329865,16.17893433,15.81781418,16.52382148,16.66105093,16.88529473,15.92644558,17.02108309,15.86570226,16.16871101,16.19115454,16.27108341,15.51107951,15.82201287,17.51799335,18.01410862,17.80862465,17.71534751,17.36599841,16.03174836,16.40313161,17.36796652,17.1196566,15.99539212,17.36576248,17.37645654,16.26663607,19.88792526,19.64142976,19.95914631,8.116617273,8.702384644,7.772817823,8.17851522,7.614540891,8.165351243,7.290995904,7.333717403,7.958705226
hsa-miR-17-3p,5.04570649,6.438721347,6.8601941,6.744325125,6.525961225,6.812164656,4.176176503,4.972348927,5.692484748,6.031278072,6.829481419,6.480492461,6.842745282,7.351416281,6.848099697,6.790114051,10.37784537,9.851756369,11.7690957,7.435934913,11.26263697,6.408929538,6.585882512,6.557489308,6.172087136,4.749068235,4.755383984,4.718235846,4.751384488,6.661943804,6.33528507,6.259815956,6.525199503,4.967967366,8.072611842,6.720418832,5.389310007,11.96985914,5.233709458,4.646830286,8.603102936,5.994080887,6.244415955,6.3243849,6.418557392,6.599627511,6.774873603,7.762968196,8.249750865,8.081456107,6.775353907,7.431882693,6.764803195,6.867474054,3.955133509,3.686805936,4.331509127,2.158637578,0.765533159,4.321056191,0.498763759,4.061934576,2.899426741,2.516360198,3.658046549,2.488389214,-0.678943115,0.93073258,1.853053838,4.038609046,3.826556638,5.553048948,4.158868427,2.8317123,1.714750712,10.23948493,10.21149291,10.32606388,10.15233131,10.2668256,10.25242281,2.240987172,1.298513991,3.84354605,0.218060118,1.119178742,4.53022368,3.817946305,4.833513148,1.638926726,5.40705427,2.134417487,4.267897591,5.500683726,6.681670976,7.983488384,-4.550064667,8.490912967,2.513092097,3.07199491,5.638680697,5.643126694,5.423973983,3.405987763,5.141554461,2.604828458,1.649601923,3.597452464,2.513092097,1.855885637,4.375043103,7.397923417,7.780527249,7.159645212,7.687847288,6.050979695,4.213190943,5.195999474,6.113625098,6.769976276,4.522148022,6.22919739,6.027848702,3.021493439,10.30998552,10.47310621,10.4905635,2.501493678,3.434422167,2.093037972,0.522833196,1.750908869,2.094421493,2.706367871,1.316074735,3.541137606
hsa-miR-181a-2-3p,4.243026564,8.903195363,8.691957596,7.490121064,6.988020404,9.658475878,9.824369915,9.328981878,9.23638143,10.73222993,9.683771791,8.891647022,9.184542685,8.644580575,9.326720901,9.421034951,6.951419403,8.085604019,9.788641191,4.918463296,8.097320471,11.29710563,11.36527871,11.47571823,11.53852844,10.39892338,10.81656001,10.56984921,10.41704653,11.78462876,11.09573307,11.64078736,11.5485239,8.858956267,8.411270834,11.47202374,11.15513398,8.906948168,10.70301085,9.882136792,7.905752656,11.79438679,12.24723401,12.00865077,11.63901494,5.007140835,8.218076078,5.633265784,11.03080872,11.38466524,10.57645362,10.54587476,10.81465759,10.91848917,12.32793126,12.38858811,12.49799263,11.21306745,10.98535392,10.98173451,9.917313885,11.67675113,11.13817509,11.99532367,11.67489007,10.89011511,9.709217536,9.786601169,10.98049031,8.935326477,8.52892457,9.384287876,8.958009966,12.61541408,11.71535755,9.567828983,9.579884352,9.777556597,9.725010315,9.682608997,9.747065062,9.34425328,10.06877275,9.913726115,5.437017632,8.387812592,9.138298939,9.700926746,6.817883796,9.579161883,7.423797989,10.10907556,7.05246529,8.492331701,8.072814744,5.225833391,-4.550064667,4.466700999,-3.407287268,-3.170768821,-3.653884032,2.102432134,-3.691525435,-3.14342725,0.970441672,-3.298689482,-3.316499555,-3.247050626,0.062506599,-3.081529636,0.97624669,3.234826014,3.310874762,4.226223406,1.326822219,3.220520288,1.649601923,2.122017933,3.240348659,0.12207161,-3.378771583,2.319291433,-4.251302282,-3.613763837,5.356498079,6.098857484,5.873184245,11.0647282,11.23515195,11.54541829,11.04715179,10.16915285,10.59401497,11.37529998,10.51603508,10.27903151
hsa-miR-181a-3p,3.506624395,8.409504628,7.186960042,6.580110588,7.713039336,9.792915339,8.037086877,8.741963053,8.738374432,9.38595251,8.785436483,8.815140353,9.261673589,9.057907558,9.066607023,9.386676872,5.697932961,2.11080484,4.811163364,1.23216087,4.002777974,6.898905721,7.449694447,7.270043649,7.173126018,5.157928444,5.743438983,5.671809622,5.034737503,7.686742889,7.926781425,7.723906494,7.941428711,8.569356258,8.83727928,12.24924164,11.95501526,5.917581187,9.397167924,9.500556194,8.855188313,7.22534304,7.754524399,7.276830075,7.473508492,8.792421525,8.266195006,8.771092258,9.650245528,9.717118951,8.464779399,8.452162665,10.44010687,11.03188727,8.697553106,8.796080573,9.147525481,7.875549981,5.536684337,7.582577857,9.924496975,11.68190722,10.87437245,11.84977902,11.33137046,10.29777773,9.346388876,8.872561622,10.42093161,8.090950626,7.596910476,8.252391077,8.08293978,5.882686214,9.152027896,8.469164352,8.588955486,8.451902491,8.411963653,8.419543675,8.708472346,8.021990118,9.215239096,9.500404806,2.701911369,8.419023609,9.880789653,8.270070444,8.721510924,8.448523696,9.101648616,9.436452384,9.522108056,7.922733355,9.213008662,8.736927336,-4.550064667,-0.663176361,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-0.130684275,-1.378412694,0.403853227,-4.772117541,-4.304929701,-3.316499555,-0.368513907,-4.540204913,-4.277152717,-3.378771583,-0.040565187,-4.251302282,-3.613763837,-0.478093479,-0.836181245,1.16112247,6.688834074,6.822735716,8.034397904,7.399192831,4.709012093,5.659625457,4.635372127,5.955422055,5.808670578
hsa-miR-181a-5p,12.23662199,13.97086163,13.73454031,13.08812972,14.24998404,13.90119523,13.95149313,13.29129271,13.79323747,13.41402065,15.37980632,15.60551592,15.85171504,15.82406267,16.81133381,17.47380991,18.54906373,18.92786349,19.03563988,17.01963183,18.81426384,13.78888153,14.11840302,14.01746968,14.10941068,14.26218813,14.49432523,14.37019998,13.93712384,15.19724489,15.07154282,15.52308787,15.43027193,13.01636257,12.67211486,18.22363318,16.6741769,19.2660339,16.3364543,13.77464855,12.2718686,15.72907914,16.01475796,15.86261819,15.38736547,10.22378773,10.15012937,11.67828615,13.47746303,13.88623385,13.8223853,14.23180238,14.90043508,15.27190819,17.58296196,17.47106434,17.90836331,16.37123601,16.08538094,16.37674809,16.48075074,18.14464609,17.61525325,18.13281594,17.81522106,17.12502237,16.27742278,15.61559297,16.98247594,12.89451552,13.02834427,12.83641124,13.45383699,13.97993467,13.37995472,15.25491702,15.2782904,15.18148173,15.18261146,15.11276108,15.24583608,12.33978487,12.90496145,13.49555457,13.71257424,14.72583926,14.1387764,14.15989057,12.07950192,14.5993569,11.79892483,15.74301085,13.010104,13.40649439,11.84562637,11.66750456,10.39293791,15.50588661,12.55938368,11.91418327,12.51364278,13.33189754,12.77791645,12.19897144,13.87369142,11.83942908,12.54554431,12.06445738,12.65372192,11.82369133,12.32683571,13.85696957,13.89659569,13.68009681,13.8263722,13.74696986,11.5572145,12.72542374,13.41696701,13.55229696,11.75132756,13.53717314,13.69006131,12.70192723,14.76963734,14.21166232,15.0362299,12.61691372,13.03413412,13.89505096,13.57122582,12.14846269,12.15251486,12.18421312,12.72559198,11.96547618
hsa-miR-181b-3p,-7.155541853,-2.641063115,-7.713822301,-6.727163539,-7.430910217,2.506347241,1.719476424,1.339698142,-7.529768179,2.293744077,-8.302839675,-7.971283265,-8.644361142,-8.299440234,-8.059734319,-8.025182699,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-2.445115249,-10.17019212,-1.782193978,-1.805706714,-3.968216823,-10.78866848,-3.385432491,-5.928325815,-1.62773321,-0.904526041,-1.308087196,-1.442497658,-7.347802253,-1.044037288,5.315004222,5.302389998,-7.717284895,0.621888304,2.318816325,-1.297314111,-3.602980651,-0.343345871,-3.053542105,-3.160509375,0.116342423,0.160236354,-0.82642078,2.53036623,-0.796499009,-1.102943948,2.051462859,1.187976812,2.981795703,-9.129390821,-3.407106009,-8.004604563,-11.00834674,-8.756803041,-6.83553564,0.498763759,2.742365415,1.290800938,5.306303322,3.572955616,1.720915769,-1.248137159,0.582231526,1.997703286,1.07813066,1.311669176,1.684197167,1.792037166,-10.05065709,1.001479506,1.057011763,1.67138179,1.208803971,0.899136319,1.165594403,1.426308231,4.357497726,1.573055387,3.075123724,-6.391505805,0.405873218,2.77982816,0.132547684,1.65634479,-7.544586872,3.159453816,-7.322677567,0.255564977,-7.465258912,-7.149893927,-0.5034524,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,0.05356194,0.854056087,1.531401095,0.393700653,-1.6880421,-1.05694432,-3.213388265,-1.035720279,-0.062595387
hsa-miR-181b-5p,7.479145568,9.958412911,9.877550604,10.07542739,9.918487466,12.07310878,12.35328161,11.71049423,11.6829851,12.39957201,13.85948294,13.94156921,14.49279109,14.2689685,14.75655999,15.48245013,11.81851227,12.16527596,12.76433033,10.55222518,12.55902814,13.21605193,13.44814197,13.40257707,13.55897783,11.7064468,11.85714107,11.79561133,11.4060968,13.8070164,13.4564853,14.053187,13.86741774,11.47677463,11.23912203,13.79983377,13.78118624,12.5399384,11.59737169,12.17628905,10.83851361,14.2394034,14.6237988,14.39680606,14.23674412,8.373934852,8.229383316,9.261401626,11.39615873,11.56336875,11.60453606,11.38530429,11.73123769,12.10879524,15.18065195,14.99322582,15.56550047,13.62127389,13.4424366,13.89319996,13.97485093,15.90114837,15.1680004,16.2252028,15.79567441,14.95935156,14.1425292,13.66015493,15.31350839,10.6621857,10.88739762,11.27887076,11.22513138,13.20246875,12.86129171,13.94222745,13.90538195,13.93419858,13.93448852,13.88448578,14.00774871,11.27568961,11.64640717,12.27438822,10.07000232,9.884192232,11.86211726,10.33838415,9.949559293,10.61180546,10.25804041,10.97953365,10.57291651,9.709336895,10.02056552,9.981541588,3.427468893,7.94782145,5.076740657,5.251229673,5.134407276,5.469730906,4.989310397,3.094529183,6.023073678,5.027328346,5.266177232,4.065253048,4.807771936,4.747859999,4.991275527,7.038013115,6.858734282,6.056916082,6.85493052,5.341792081,5.0140894,4.859576892,6.219010548,6.186908982,4.350713508,7.033409225,7.058904648,5.83904485,8.487813249,7.99820376,8.850891182,11.40789125,11.52564246,11.95866878,11.63452846,10.65883482,11.01045093,10.60277273,11.24004299,10.26031476
hsa-miR-181c-3p,-0.545002205,7.756581972,6.495168219,2.545312485,4.175896115,6.693471298,6.735246094,7.026639705,6.267402851,8.022026446,6.862031559,6.781593103,7.01626145,7.124709702,8.517987302,8.868945011,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,1.875957579,3.190430966,2.817813814,2.343740353,6.446143034,6.912944561,6.805965919,6.546324078,1.974012315,1.92159375,2.645437707,2.54691267,3.337507505,3.715896656,11.37706369,8.423236625,2.834106585,10.66200418,5.526101933,3.627412302,4.003630037,4.980191349,3.849163195,2.231201066,3.575270151,4.372101615,7.805215648,10.17480682,10.70085883,9.439619563,10.69470493,10.83229856,11.17823141,7.846216249,7.294287696,7.853000494,7.76976741,5.661275676,6.019774093,8.756358925,10.60009327,9.867689891,10.83298343,10.54147611,9.624648794,8.439256831,8.121753704,9.247226455,8.162634645,7.272988829,7.68795316,7.375942811,-3.028368989,4.042281728,5.187132282,5.653385336,5.422311082,5.430982494,5.864793976,5.737514142,4.889991666,6.617007363,7.284785708,3.214630536,6.92803978,5.466471152,7.313725477,3.619050213,7.136376083,3.598289667,7.666221592,3.438148292,7.263881292,5.238686612,4.251338615,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,6.949161752,7.778490521,5.91633077,6.08090973,6.227460893,6.345028993,7.09662575,5.758461362,7.225281818
hsa-miR-181c-5p,5.536058315,10.88852756,10.52596335,7.437698495,8.823137064,8.996160657,7.893796373,8.529208114,8.540723907,9.235881426,10.32329548,10.44958686,10.61692571,10.63632268,11.41478066,12.16369189,9.735989797,10.46978907,10.86704765,7.435934913,10.38348911,4.455312353,4.852908303,4.157854099,4.369432395,8.955569233,9.332403173,9.100315684,8.882417969,3.86162348,4.273049986,4.623020027,4.498035951,5.536102469,6.209372312,14.43581068,10.43705671,12.27390021,13.28286302,8.482540403,7.200138527,6.245802599,6.450425645,6.078870645,4.616903195,-0.886558489,-2.597833878,2.183421306,3.424357047,5.472473483,5.734175523,7.959802175,8.45715043,8.780517527,6.610140228,6.391057247,7.559583475,6.608574179,5.143293287,5.072968361,9.196234438,11.14379708,10.48169017,11.53173008,10.97326883,10.24861142,9.133338123,8.589563969,9.864310571,8.356896092,7.0102161,7.264381804,7.202608808,-0.307556976,2.198655855,8.431871927,8.83364037,8.744035037,8.760886011,8.783354231,8.974580636,1.94923587,5.091180663,5.911126576,9.57160576,10.06478421,7.722135164,9.738800426,5.966790269,10.10596293,5.317827748,10.56784769,6.675062866,9.812352528,7.063701495,6.893450931,3.607421311,8.027196146,-3.407287268,1.777716437,3.268731306,5.2806219,3.920135081,3.094529183,2.920788729,2.604828458,2.16413993,2.648328987,1.569493258,0.365959862,1.622568559,5.939742214,6.68723001,4.226223406,5.316554433,5.504376531,3.788370231,1.68692375,3.240348659,3.989602533,2.110466845,4.651722453,5.900616011,4.168956724,6.893380773,6.728640366,7.241679822,2.898125939,4.253208531,2.498023569,2.134737961,2.15394799,1.999342613,2.793384665,2.479703788,2.799820527
hsa-miR-181d-5p,-7.155541853,6.192786073,6.004371761,1.742269617,3.765131905,5.9125046,5.878300095,5.937813161,5.640792707,7.619426721,8.953285812,8.964197884,9.468293292,9.328533628,9.639966289,10.47298954,1.241834665,4.522446984,3.042608685,-5.307651214,4.002777974,3.077047913,3.558885204,3.812875148,3.511134641,8.039754273,8.04244207,8.045733694,7.703138067,4.215304474,3.587472767,4.400547597,4.083062868,2.699662112,4.531318357,10.86333203,7.661678643,5.807419019,9.751141099,5.526101933,4.469814324,5.616888988,6.127842106,6.098852902,4.071934805,0.372163485,-0.235266646,5.474472951,8.24309487,7.644312164,8.423934187,8.80854364,9.406168723,9.834692497,11.77354342,11.82146183,12.09399642,11.27603804,10.31568729,10.63431478,9.853453732,11.58215728,10.78618032,12.68131065,11.56743914,10.76134769,9.970353711,9.875255274,11.39305649,7.627448509,7.181071983,7.616818015,7.214383382,7.927396873,8.551521764,7.69683661,7.99085048,7.85886588,7.926993565,7.887146744,8.144427391,7.651542914,7.899932891,9.512157453,5.637326118,5.21987521,5.26820936,5.977920382,2.345138333,6.877247137,2.176751267,5.777635736,2.50416844,6.258421428,3.87614365,4.301969019,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,0.482303813,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,0.212067653,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-0.368513907,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,0.747544475,-2.610679522,-0.933517223,8.538996008,9.099448127,7.724383626,8.04948846,7.730476968,8.530817947,7.776044282,7.807149862,7.440306305
hsa-miR-182-3p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-7.523777657,-7.529768179,-8.275175343,-4.028292752,-7.971283265,-3.122410529,-4.95638415,-1.14615112,-2.981868905,-6.822130843,-0.3175281,-2.774953171,-5.307651214,-1.197484768,-10.32857358,-10.17019212,-10.27550847,-10.16901569,-6.490600055,-3.648452854,-4.981980943,-4.628082265,-9.911337288,-11.08486431,-10.7908123,-10.72466864,-7.347802253,-7.629612767,-10.5142068,-11.94073571,-1.138795558,-5.056085855,-7.639963873,-7.015841152,-10.90228056,-9.47229548,-10.42365061,-9.075640343,0.864951651,3.340073283,1.035507968,-3.820098402,-7.397040737,-6.56081852,-3.960963972,-11.03429312,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-11.00834674,-7.632337763,-11.20122371,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-12.16183203,-11.96520754,-12.07778874,-11.80035556,-10.05065709,-8.911020072,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,-12.108137,-8.03183947,-8.253985803,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-1.564426437,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,4.564916349,4.452887019,4.3751764,-12.31351213,-10.14846207,-10.89277283,-11.44660096,-10.87285732,-11.76506688,-6.973136599,-12.45952545,-12.71121887
hsa-miR-182-5p,-1.443655653,0.10481699,2.560640332,7.017856792,1.749255995,5.990555692,7.228953559,8.746351008,6.520085882,9.284707896,12.81131784,12.44094645,12.55047044,12.3407328,13.36542935,13.57828586,17.77534371,18.67965699,19.11063996,16.80810084,18.12227659,10.24847114,10.49741488,10.32130407,10.44902898,14.65252588,14.9645676,14.85064767,14.60956716,11.48465952,10.83139973,10.69961328,11.01531163,5.415568903,7.881848606,9.912056111,9.020395485,18.80248929,14.01015658,3.706698871,2.999042698,10.00090847,10.41824871,9.933370323,10.56547508,11.28534248,13.30829506,11.84307245,9.395140185,7.147787215,8.156741128,7.940731032,8.581194436,8.274528104,5.903144542,5.826149682,3.77602586,5.800660713,5.011108669,4.290227264,10.99990679,12.82335482,12.0729991,13.42748524,12.87924659,11.81775614,11.15340106,10.87290099,12.52556056,6.106812756,3.631153352,3.557135066,4.86337917,10.67149185,10.38809974,-4.914124613,-2.445261892,-1.454443029,-1.332319984,-1.297802214,-1.989664896,7.65879523,6.939021072,8.619262658,-0.661654152,2.402415582,-0.731648741,1.243599438,2.462516592,0.750763704,-0.58845388,-2.919014151,1.36164858,9.050317876,0.429536696,2.978551543,-4.550064667,14.3519822,12.34131673,11.42756618,12.65523925,12.66855503,13.53431587,12.63482682,13.78656962,12.67128272,13.50765623,12.09310156,12.91783751,11.88105977,13.68885529,14.29132094,14.91928408,14.16682089,14.55754342,13.40862561,11.46941159,13.12341291,14.15434378,13.64262529,12.00989099,13.08917222,13.90982278,12.56390615,15.87768804,15.56387568,16.20609278,2.469734782,3.859306297,2.061391666,0.163839748,7.434177634,3.964237652,8.831979432,3.407949479,3.899794567
hsa-miR-183-3p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-0.930716004,-7.529768179,-2.682789067,-2.220051387,-2.920269012,-0.914227985,-1.790160301,-4.677954655,-2.981868905,5.458905323,7.317793672,7.575819102,3.988392128,6.186364812,-4.912101771,-10.17019212,-10.27550847,-3.854572317,3.308001917,3.147943737,2.875569003,3.127231355,-2.052497484,-4.427588366,-10.7908123,-4.083007642,-7.347802253,-7.629612767,-7.405036169,-11.94073571,6.922764083,0.65466673,-7.639963873,-7.015841152,-4.694636605,-9.47229548,-10.42365061,-9.075640343,0.018874994,1.138693444,-2.70500887,-10.73637423,-11.51315786,-11.04256713,-12.4021911,-11.03429312,-10.33669219,-9.129390821,-5.647069603,-8.004604563,-11.00834674,-5.007113229,-6.83553564,-6.791249405,-9.2053765,-7.738992714,-9.965631154,1.587047198,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-4.890801275,-11.96520754,-12.07778874,-11.80035556,-4.060928454,-8.911020072,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,-12.108137,-8.03183947,-8.253985803,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,2.77106475,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-0.569867077,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-1.019504533,2.475919413,0.403853227,0.334308036,-4.304929701,-3.316499555,-3.865516488,-0.124318951,0.12207161,-3.378771583,-4.451063187,-0.735488341,-3.613763837,7.09134285,6.866642983,7.717248883,-12.31351213,-10.14846207,-10.89277283,-11.44660096,-10.87285732,-11.76506688,-10.52454327,-12.45952545,-12.71121887
hsa-miR-183-5p,-7.155541853,-1.145651738,0.115062623,4.229662054,-0.832212454,0.842859507,2.84379327,6.048275375,2.192182708,6.555846271,10.95735252,10.24223768,10.17181035,10.38281427,9.955515316,9.689395641,12.93601403,14.31304748,14.84557029,12.09914364,13.87271118,6.579450563,6.609101158,7.258552889,6.74929126,11.42915629,11.9448581,11.65389901,11.49275315,9.02787988,7.608885385,7.638204417,8.070543625,1.511863554,5.091460804,6.104599242,3.572510202,14.68887513,11.6264028,-4.201928206,0.820672156,6.335524793,6.416111813,6.416970988,7.058411627,12.10988629,13.6343097,12.16196609,9.739687093,7.115999655,8.184949926,8.384477077,7.349886571,7.442516696,6.167559886,5.826149682,3.612747747,5.408188683,5.496448937,4.660719298,7.326493192,9.456619481,8.579369856,9.951631773,9.205018991,8.367557907,7.378948573,6.764596467,8.558055646,6.057523506,3.962780223,3.644371858,5.210914186,12.09887936,10.08717733,-2.668978631,-3.291771365,0.520464353,0.001478793,-1.297802214,-2.655164201,7.579380335,4.912543771,6.845853001,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-3.900331366,-7.544586872,-7.545968179,-7.322677567,-7.322677567,4.583472775,-7.149893927,0.372015404,-4.550064667,10.24080974,6.216579299,5.251229673,6.920166076,6.900744716,8.423597088,6.903842651,8.657804553,7.153445995,7.875744712,6.889409572,6.727076215,5.95609,8.225764465,8.787477354,10.20444889,9.033275183,9.444541896,8.070607434,4.398623885,6.631514564,8.823814662,8.548094738,5.922049635,6.22919739,8.002930107,5.997395233,12.42716908,12.21089525,12.96181847,3.772639112,4.983092829,3.917197802,1.496745829,8.211492517,4.86057935,10.06152047,4.866886713,4.771692497
hsa-miR-184,2.290398322,-0.159715253,-4.284669345,-6.727163539,5.470098288,-3.607983745,-6.539434345,-7.523777657,-0.571338806,-8.275175343,1.543609059,-0.158459695,0.328006959,2.60349632,-1.14615112,-2.394717756,-1.096991619,0.089531174,0.649439072,-5.307651214,2.506090985,0.604031101,0.749607547,0.678780906,-0.139409545,10.76449278,11.22901742,11.31238095,10.71867025,3.262689741,2.313577989,2.48118411,2.631021684,-7.347802253,-7.629612767,-3.426300721,-3.665578492,-0.153040983,-4.715820218,-3.268461811,-7.015841152,0.465443344,-0.052039499,-0.405034482,2.231201066,-9.068152115,-3.111050795,-0.513185531,3.802189809,-2.741846407,-0.831253079,-1.175901889,-1.606189193,-2.679424269,-2.797822419,1.265935977,2.890182058,-3.356466914,-0.254544945,-3.70795255,8.11844241,9.983014187,9.163099352,10.55180829,9.442919051,8.542579947,7.024297803,7.766154132,9.131193262,-1.067369093,-0.893224989,0.329145292,5.076649319,3.12805529,-4.043347174,-8.263335798,-6.239450483,-10.27954276,-9.195236028,-4.110869173,-5.158290751,13.65932655,18.04717686,18.21953186,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-1.774077715,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-1.953295064,-7.036434553,-1.995761193,5.74862749,6.512384944,6.552592188,6.583751071,2.803472636,6.606365217,2.143538763,4.638009017,4.719309802
