miRNA,DRR041353,DRR041355,DRR041363,DRR041364,DRR041371,DRR041376,DRR041385,DRR041392,DRR041393,DRR041397,DRR041398,DRR041406,DRR041413,DRR041414,DRR041419,DRR041428,DRR041429,DRR041434,DRR041442,DRR041447,DRR041448,DRR041449,DRR041462,DRR041467,DRR041473,DRR041474,DRR041482,DRR041487,DRR041488,DRR041493,DRR041494,DRR041500,DRR041504,DRR041505,DRR041507,DRR041511,DRR041512,DRR041516,DRR041517,DRR041519,DRR041524,DRR041527,DRR041528,DRR041530,DRR041536,DRR041537,DRR041543,DRR041547,DRR041554,DRR041555,DRR041556,DRR041562,DRR041565,DRR041567,DRR041575,DRR041576,DRR041577,DRR041578,DRR041584,DRR041590,DRR041592,DRR041599,DRR041606,DRR041611,DRR041616,DRR041619,DRR041620,DRR041626,DRR041631,SRR1044598,SRR1055961,SRR1055962,SRR1055963,SRR11459553,SRR11459554,SRR11459555,SRR11459556,SRR11459557,SRR11459558,SRR11459559,SRR11459560,SRR11459561,SRR11459562,SRR11459563,SRR11459564,SRR1200834,SRR1200888,SRR1200890,SRR1207050,SRR1207051,SRR1207052,SRR1207053,SRR1207054,SRR1207055,SRR13401179,SRR13401180,SRR13401181,SRR13401182,SRR13401183,SRR13401184,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1973407,SRR1973408,SRR1973409,SRR1973410,SRR1973411,SRR1973412,SRR1973413,SRR1973414,SRR1973415,SRR5127202,SRR5127211,SRR5127215,SRR5127217,SRR5127218,SRR5127222,SRR5127232,SRR5376350,SRR5376351,SRR5376352,SRR5376353,SRR5376354,SRR5376355,SRR5376356,SRR5376357,SRR5376358,SRR5376359,SRR5376360,SRR5376361,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR6837863,SRR6837864,SRR6837865,SRR6837866,SRR6837867,SRR6837868,SRR7001333,SRR7001334,SRR7001335,SRR7001336,SRR7545527,SRR7545528,SRR7545529,SRR8137037,SRR8664489,SRR8664490,SRR8664491,SRR8664492,SRR8664493,SRR8664494
hsa-miR-518c-5p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-8.021375708,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-12.90313315,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-218-2-3p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-12.90313315,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,2.611558323,-7.67152228,-8.01397613,-6.039808908,-7.6376653,2.517734663,1.581598805,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-544b-3p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-3.877180416,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-2.332855195,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-2.031751381,-2.501043192,-5.273055333,-4.158030319,-5.718989147,-3.320907242,-7.833754807,-4.053756887,-4.193822061,-2.341873775,-2.012007215,-3.051161507,-3.439507011,-2.298811638,-3.278641573,-7.355865099,-7.375367259,-7.312185251,-1.77977711,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-218-1-3p,-6.21620238,-6.389641911,-2.796691288,-3.309250583,-1.553740367,-1.973810212,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-1.207855315,-7.239092547,-7.888716451,-7.098557042,-1.179843484,-2.615176426,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-2.530443145,-1.704755371,-1.513765177,-7.44840862,-7.291717322,-7.129890032,-2.956020887,-6.978346196,-7.535968413,-7.202157334,-2.977810213,-7.355865099,-7.170151274,-8.7933358,-0.570638347,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-2.171848352,-6.267749793,-3.323452313,-7.449301866,-6.538344223,-7.38312393,-2.634702775,2.030036591,-3.47477687,-1.78153467,0.271799074,-6.522192171,-2.487154965,2.367545817,-7.313048083,-3.525915668,-2.012983429,-7.180593772,-0.0867102,-1.574543946,-1.079100693,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-2.315102293,-6.51319212,-0.02367249,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-12.90313315,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-2.259842634,-7.008070243,-1.07806863,-1.850216348,-12.16468894,-3.122999686,-7.700580624,-7.687571292,-3.749114558,-4.19024456,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-4.075575552,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-9.312886592,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-876-5p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-3.323452313,-1.748992533,-6.538344223,-7.38312393,-2.634702775,-7.119104501,-1.834573272,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-12.90313315,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-1.302497057,-0.574529578,0.152325762,2.222028057,0.25834543,-1.43749756,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-103b,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-12.90313315,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-513b-5p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-5.629941637,-6.784785566,-6.511177157,-6.209529241,-7.176543646,-4.324674036,-5.976697245,-4.90524808,-8.375075954,-6.659765075,-7.628294461,-6.315815765,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-4.224860418,-8.01397613,-2.494552241,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-598-5p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-4.134725729,-5.279656309,-12.30412489,-12.60217964,-4.689224233,-3.461850865,-12.67166861,-4.07471047,-12.73840379,-12.27194989,-12.90313315,-12.93060427,-4.212332307,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.247831534,-6.434757635,-6.149427343,-4.309502164,-6.153098081,-4.692332209,-12.08162536,-11.99519138,-11.96801739,-9.312886592,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-6.807135791,-7.901478169,-5.169827911,-10.45127544,-4.890727895
hsa-miR-514a-5p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-4.257351576,-6.458866564,-4.930881586,-4.321735855,-4.689224233,-4.620015547,-5.02042035,-6.846708854,-6.468480742,-4.708347375,-7.804321741,-3.53775327,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-138-2-3p,-6.21620238,-6.389641911,-8.385980313,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-9.77873688,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-7.170151274,-8.7933358,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-7.93129847,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-8.606326736,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,-11.51729544,-12.08095644,-11.49440299,-11.51162825,-12.16468894,-11.87269237,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-12.08162536,-11.99519138,-11.96801739,-12.25753249,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-9.77968686,-10.45127544,-9.576875295
